datasetnum,channel,count,density_per_epoch,mean_duration_seconds,mean_amplitude_peak2trough_potential,mean_slope_to_trough_min_potential_per_second,mean_slope_zerocrossing_to_trough_potential_per_second,mean_slope_trough_to_up_max_potential_per_second,mean_slope_trough_to_zerocrossing_potential_per_second,mean_frequency_by_duration,mean_frequency_by_trough_to_peak_latency,epoch_length_seconds,lengths_ROI_seconds,used_meanNegPeak_potential,used_meanP2T_potential,mean_SD_of_filtered_signal,mean_negative_peak_potential,mean_positive_peak_potential
73,EEG_-C4/A1,821,1.266975,1.212704,147.643,-654.5279,-341.3635,717.5577,348.2806,0.824604,0.831763,30,19440,-46.57675,89.96044,43.46839,-76.21001,71.43299
74,EEG_-C3/A2,817,1.411054,1.218213,187.4025,-689.8601,-357.1842,871.5227,501.3905,0.820875,0.983058,30,17370,-46.25048,89.50561,56.7127,-96.58648,90.81602
74,EEG_-C4/A1,828,1.430052,1.210483,197.456,-725.4378,-376.3388,908.2915,529.5286,0.826116,0.995647,30,17370,-49.06091,95.34155,60.1723,-101.8516,95.6044
75,EEG_-C3/A2,1356,2.02994,1.232316,224.5708,-924.1004,-511.037,1024.676,595.965,0.81148,0.913919,30,20040,-64.10966,118.7981,68.07743,-124.7965,99.77434
75,EEG_-C4/A1,1369,2.049401,1.25821,225.2358,-913.4499,-508.6425,1009.374,590.148,0.79478,0.892578,30,20040,-64.51563,120.454,68.07362,-124.7337,100.5021
76,EEG_-C3/A2,958,1.626486,1.14618,141.4369,-644.9113,-372.593,625.3793,318.6897,0.872464,0.855984,30,17670,-46.82897,89.33785,42.62862,-74.43063,67.00623
76,EEG_-C4/A1,927,1.573854,1.144477,138.3993,-645.3891,-361.3105,641.3109,328.0228,0.873762,0.871552,30,17670,-46.57927,89.12449,41.55957,-73.08663,65.3127
77,EEG_-C3/A2,658,1.337398,1.358176,101.4213,-440.6314,-246.6685,406.2679,211.721,0.736281,0.733458,30,14760,-32.76154,60.74408,30.23504,-56.28602,45.13527
77,EEG_-C4/A1,688,1.398374,1.347558,104.8234,-460.671,-257.0326,425.1932,210.1921,0.742083,0.719349,30,14760,-33.96327,64.24234,31.12091,-56.83439,47.98903
78,EEG_-C3/A2,461,1.203655,1.301605,75.88416,-297.9985,-165.2695,312.321,162.2319,0.768282,0.785376,30,11490,-26.71195,50.54798,22.88858,-40.06149,35.82267
78,EEG_-C4/A1,498,1.300261,1.338976,81.97274,-314.0706,-172.6505,323.1103,175.6784,0.746839,0.779123,30,11490,-28.05828,52.90587,24.73019,-43.78701,38.18573
79,EEG_-C3/A2,237,0.738318,1.103671,154.2889,-726.1711,-420.7508,755.4376,447.7428,0.906067,0.988324,30,9630,-38.46721,72.04785,46.45875,-85.17775,69.11111
79,EEG_-C4/A1,255,0.794393,1.087647,165.6037,-754.8367,-454.172,810.7323,498.0639,0.919416,1.060732,30,9630,-42.72116,79.12168,50.41248,-92.94594,72.6578
80,EEG_-C3/A2,1055,1.70712,1.345573,102.5751,-379.7754,-196.0111,421.0311,225.2697,0.743178,0.804398,30,18540,-32.91252,62.72358,31.3214,-53.54208,49.03307
80,EEG_-C4/A1,1131,1.830097,1.382803,109.0175,-406.3269,-208.1526,440.4705,228.6825,0.723169,0.771445,30,18540,-34.56428,65.79623,33.098,-57.70396,51.31356
81,EEG_-C3/A2,1214,2.054146,1.258995,208.4724,-791.7827,-442.0599,837.4123,497.1596,0.794284,0.884775,30,17730,-57.9716,109.1662,64.15376,-112.0414,96.43105
81,EEG_-C4/A1,1225,2.072758,1.28511,228.5032,-858.374,-477.4507,907.0589,545.0329,0.778143,0.879624,30,17730,-63.28068,118.0909,69.96603,-124.2027,104.3005
82,EEG_-C3/A2,787,1.361592,1.164867,134.0476,-580.0791,-323.0566,623.286,341.3548,0.858467,0.925577,30,17340,-40.2872,76.6504,40.22373,-71.65365,62.39397
82,EEG_-C4/A1,832,1.439446,1.164892,152.5007,-660.7769,-358.8937,730.4374,413.989,0.858449,0.957863,30,17340,-45.53608,85.41609,45.75275,-82.74528,69.75545
83,EEG_-C3/A2,452,1.086538,1.180111,123.7238,-553.5724,-317.8582,565.711,301.9566,0.847378,0.877363,30,12480,-37.81754,71.96061,37.29394,-65.6406,58.08322
83,EEG_-C4/A1,444,1.067308,1.169009,126.6283,-589.001,-331.7237,608.8102,335.3729,0.855425,0.907493,30,12480,-40.17777,75.22595,37.79799,-69.00444,57.62386
84,EEG_-C3/A2,1306,1.769648,1.185276,182.128,-754.8345,-415.6332,859.6886,509.9573,0.843686,0.967795,30,22140,-52.88644,98.25592,55.15917,-99.77656,82.35142
84,EEG_-C4/A1,1445,1.957995,1.205709,190.4315,-785.6995,-435.2735,875.7238,511.7509,0.829387,0.929308,30,22140,-55.41943,102.9873,57.51448,-104.1432,86.28838
85,EEG_-C3/A2,217,0.393829,1.135622,81.05324,-380.9502,-205.3504,446.6944,244.0585,0.880575,1.049932,30,16530,-25.01039,46.31498,23.64065,-43.5975,37.45574
85,EEG_-C4/A1,268,0.486388,1.113172,88.28518,-412.437,-226.5719,486.1107,276.9241,0.898334,1.045486,30,16530,-26.51527,50.1753,25.97533,-46.72784,41.55734
86,EEG_-C3/A2,770,1.498054,1.153896,157.7234,-728.4993,-409.6528,747.5505,424.2429,0.866629,0.911437,30,15420,-48.27061,90.52857,47.54837,-86.75043,70.97294
86,EEG_-C4/A1,747,1.453307,1.163722,169.0918,-767.4799,-426.1949,811.8005,484.797,0.859312,0.922929,30,15420,-52.21399,97.04686,50.84898,-94.91122,74.18054
87,EEG_-C3/A2,772,1.29097,1.151943,131.7245,-562.0734,-324.4085,621.7184,379.8325,0.868099,0.998448,30,17940,-41.72758,75.79601,39.9819,-73.19067,58.53382
87,EEG_-C4/A1,800,1.337793,1.144137,142.5399,-609.2246,-353.7688,679.3621,426.2739,0.874021,1.010458,30,17940,-45.88517,82.59174,43.34291,-80.0611,62.47885
88,EEG_-C3/A2,754,1.574113,1.36057,109.2083,-443.9325,-240.5986,451.3681,224.6775,0.734986,0.75239,30,14370,-35.41117,67.80579,32.50268,-57.49591,51.7124
88,EEG_-C4/A1,809,1.688935,1.363362,104.7775,-424.4703,-229.2534,426.6403,211.0324,0.733481,0.731293,30,14370,-34.40761,65.64342,31.28885,-55.39527,49.38225
89,EEG_-C3/A2,762,1.53012,1.29105,129.9331,-535.9115,-282.7799,579.6914,329.9942,0.774563,0.856257,30,14940,-39.83197,74.4662,38.712,-71.40569,58.52744
89,EEG_-C4/A1,669,1.343373,1.252795,126.4908,-535.7262,-288.4,584.1557,323.5091,0.798215,0.854865,30,14940,-38.98941,73.84959,37.8197,-68.79102,57.69978
90,EEG_-C3/A2,1115,1.919105,1.361794,137.4396,-558.6764,-303.4668,555.4845,284.9282,0.734326,0.751044,30,17430,-43.97227,83.67866,40.94211,-72.52376,64.91581
90,EEG_-C4/A1,1143,1.967298,1.374777,130.3407,-529.7918,-285.3515,528.6824,259.2046,0.727391,0.715816,30,17430,-42.55185,81.13589,38.77944,-67.98187,62.35883
91,EEG_-C3/A2,672,1.391304,1.217098,118.6562,-508.6667,-268.1957,589.3196,326.0069,0.821626,0.904466,30,14490,-36.99887,69.95064,35.35745,-63.78643,54.8698
91,EEG_-C4/A1,597,1.236025,1.242965,110.504,-474.1901,-246.1031,538.3476,279.7736,0.804528,0.879441,30,14490,-35.35472,67.08325,32.69822,-59.11748,51.38649
92,EEG_-C3/A2,887,1.493266,1.184893,161.3409,-697.1613,-381.9552,718.5613,405.0561,0.843958,0.902064,30,17820,-47.45319,89.48029,48.79923,-86.35124,74.98967
92,EEG_-C4/A1,833,1.402357,1.199628,171.6297,-755.6738,-417.2686,776.6514,453.6515,0.833592,0.912217,30,17820,-50.42044,93.25638,51.64922,-94.77926,76.85048
93,EEG_-C3/A2,980,1.672355,1.232837,167.7971,-647.9467,-339.6256,763.694,439.0882,0.811137,0.947244,30,17580,-45.30525,86.28429,50.87537,-89.36394,78.43315
93,EEG_-C4/A1,1044,1.78157,1.227155,163.4857,-619.8772,-328.9165,736.3645,406.4925,0.814893,0.917947,30,17580,-44.09683,85.30606,49.67564,-85.70937,77.77631
94,EEG_-C3/A2,1256,1.968652,1.400589,119.952,-450.7534,-234.7684,470.8392,226.7694,0.713985,0.728462,30,19140,-37.39317,72.39084,36.10048,-61.85246,58.0995
94,EEG_-C4/A1,1306,2.047022,1.432649,129.9677,-470.757,-241.3029,487.634,241.4417,0.698008,0.706901,30,19140,-40.11937,77.87119,39.33162,-67.34475,62.62296
95,EEG_-C3/A2,790,1.153285,1.168899,133.4114,-575.6906,-319.5788,637.0963,347.8494,0.855506,0.919674,30,20550,-39.96271,76.61962,40.15323,-70.29269,63.11875
95,EEG_-C4/A1,799,1.166423,1.168786,142.0106,-624.4346,-347.6134,683.9149,376.8496,0.855589,0.928638,30,20550,-42.1366,80.45486,42.80411,-75.45145,66.55912
96,EEG_-C3/A2,687,1.108065,1.188297,143.1056,-629.1084,-355.961,673.5317,392.0751,0.84154,0.913661,30,18600,-42.69205,79.18286,43.08346,-80.13711,62.96854
96,EEG_-C4/A1,688,1.109677,1.194244,149.5523,-662.6548,-374.7013,699.7847,418.1207,0.83735,0.914091,30,18600,-43.53001,80.92316,44.71997,-83.77147,65.78084
97,EEG_-C3/A2,829,1.215543,1.289144,130.6284,-534.7842,-291.0552,569.0667,314.9274,0.775709,0.848916,30,20460,-38.1929,71.90723,39.34051,-70.50797,60.12038
97,EEG_-C4/A1,766,1.123167,1.277546,126.7092,-525.4438,-280.8809,565.9271,319.629,0.782751,0.863838,30,20460,-37.26851,69.58672,38.09941,-69.03571,57.67348
98,EEG_-C3/A2,895,1.672897,1.186872,176.0564,-697.8902,-381.0778,829.7832,484.2806,0.842551,0.985683,30,16050,-51.93644,98.80492,52.60023,-94.07195,81.98443
98,EEG_-C4/A1,765,1.429907,1.154209,173.1035,-716.5291,-389.7769,858.8376,487.7119,0.866394,1.003884,30,16050,-51.24342,98.07667,51.28427,-92.22801,80.87544
