datasetnum,channel,count,density_per_epoch,mean_duration_seconds,mean_amplitude_trough2peak_potential,mean_frequency_by_mean_pk_trgh_cnt_per_dur,epoch_length_seconds,merged_count,lengths_ROI_seconds,used_threshold_basis,used_factor_for_threshold_basis_begin_end,used_factor_for_threshold_basis_criterion,used_min_detection_pass_or_cutoff_freq,used_max_detection_pass_or_cutoff_freq,used_center_freq,mean_SD_of_filtered_signal,mean_troughs_per_event,mean_peaks_per_event,mean_linear_regression_freq_slope,mean_linear_regression_freq_offset,mean_linear_regression_freq_R_squared
31,C4-TP9,1234,2.053245,0.797836,20.21812,12.790367,30,0,18030,2.502899,1.5,1.5,12.2,14.2,13.2,5.844991,10.205024,10.204214,-0.180685,13.185407,0.479529
32,C3-TP10,1572,2.777385,0.765331,24.60466,14.76893,30,0,16980,2.814373,1.5,1.5,14.1,16.1,15.1,7.034424,11.306616,11.299618,-0.17285,15.23379,0.525787
32,C4-TP9,1548,2.734982,0.753824,23.31876,14.684811,30,0,16980,2.783251,1.5,1.5,14.1,16.1,15.1,6.735006,11.072997,11.066537,-0.09152,15.121748,0.512201
33,C3-TP10,1665,2.601563,0.817123,30.61699,12.968666,30,0,19200,3.628442,1.5,1.5,12.5,14.5,13.5,8.752779,10.601802,10.592192,-0.317412,13.429226,0.483934
33,C4-TP9,1773,2.770313,0.824484,29.0672,13.027685,30,0,19200,3.469902,1.5,1.5,12.5,14.5,13.5,8.337377,10.748449,10.733785,-0.222557,13.440428,0.486747
34,C3-TP10,572,1.327146,0.720997,10.93953,12.876749,30,0,12930,1.363633,1.5,1.5,12.5,14.5,13.5,3.144693,9.27972,9.288462,-0.080325,13.244322,0.434182
34,C4-TP9,562,1.303944,0.697367,12.18271,12.852113,30,0,12930,1.519279,1.5,1.5,12.5,14.5,13.5,3.522715,8.992883,8.932384,-0.107568,13.264569,0.463939
35,C3-TP10,1580,2.472613,0.837361,29.4111,12.274476,30,0,19170,3.461256,1.5,1.5,11.8,13.8,12.8,8.395609,10.276582,10.279747,-0.258743,12.693885,0.457521
35,C4-TP9,1623,2.539906,0.837979,34.04049,12.31655,30,0,19170,3.92832,1.5,1.5,11.8,13.8,12.8,9.645869,10.327788,10.314233,-0.314564,12.751003,0.4843
36,C3-TP10,1124,1.778481,0.70468,15.12604,13.225639,30,0,18960,1.842163,1.5,1.5,12.7,14.7,13.7,4.387416,9.322064,9.317616,-0.18693,13.66706,0.502086
36,C4-TP9,967,1.530063,0.699576,15.81204,13.20936,30,0,18960,1.986919,1.5,1.5,12.7,14.7,13.7,4.618632,9.252327,9.229576,-0.194225,13.657551,0.500985
37,C3-TP10,1294,2.282187,0.797504,23.22622,12.725176,30,0,17010,2.686138,1.5,1.5,12.1,14.1,13.1,6.616547,10.138331,10.158423,-0.237217,13.127669,0.474395
37,C4-TP9,1321,2.329806,0.788834,25.1906,12.695648,30,0,17010,2.946129,1.5,1.5,12.1,14.1,13.1,7.207221,10.029523,10,-0.309068,13.14323,0.509369
38,C3-TP10,873,1.447761,0.697537,20.19994,13.457591,30,0,18090,2.538143,1.5,1.5,13,15,14,5.890292,9.378007,9.396334,-0.175081,13.894223,0.487084
38,C4-TP9,880,1.45937,0.699182,20.38971,13.467039,30,0,18090,2.585406,1.5,1.5,13,15,14,5.952913,9.419318,9.4125,-0.232079,13.932348,0.477502
39,C3-TP10,1552,2.491172,0.746701,17.60615,13.368942,30,0,18690,1.927997,1.5,1.5,12.8,14.8,13.8,5.02096,9.987758,9.977448,-0.329157,13.844282,0.52795
39,C4-TP9,1452,2.330658,0.738788,15.95195,13.411701,30,0,18690,1.814927,1.5,1.5,12.8,14.8,13.8,4.575551,9.918733,9.898072,-0.266746,13.848766,0.516691
40,C3-TP10,1510,2.495868,0.763815,19.87133,13.812686,30,0,18150,2.333761,1.5,1.5,13.2,15.2,14.2,5.750132,10.543046,10.557616,-0.232785,14.263527,0.496608
40,C4-TP9,1523,2.517355,0.767708,20.53977,13.922957,30,0,18150,2.451919,1.5,1.5,13.2,15.2,14.2,5.948173,10.694682,10.682863,-0.139298,14.333924,0.492564
41,C3-TP10,1371,2.232899,0.807557,19.93393,13.5545,30,0,18420,2.189393,1.5,1.5,13,15,14,5.602816,10.943107,10.948942,-0.256469,13.979519,0.482237
41,C4-TP9,1664,2.710098,0.79021,31.10314,13.594847,30,0,18420,3.423362,1.5,1.5,13,15,14,8.856698,10.730769,10.754808,-0.394343,14.085678,0.534942
42,C3-TP10,1758,2.675799,0.772895,28.48015,13.361546,30,0,19710,3.249143,1.5,1.5,12.7,14.7,13.7,8.078004,10.343003,10.311149,-0.415085,13.853447,0.491398
42,C4-TP9,1598,2.432268,0.758548,26.80022,13.258151,30,0,19710,3.036135,1.5,1.5,12.7,14.7,13.7,7.565666,10.048811,10.065081,-0.453676,13.768207,0.493474
43,C3-TP10,759,1.807143,0.768986,19.72219,12.556968,30,0,12600,2.305377,1.5,1.5,12,14,13,5.588556,9.652174,9.660079,-0.020088,12.893018,0.43747
43,C4-TP9,472,1.12381,0.738093,20.52215,12.509329,30,0,12600,2.598883,1.5,1.5,12,14,13,5.952426,9.213983,9.252119,-0.161477,12.881614,0.445177
44,C3-TP10,1718,2.892256,0.822136,31.51286,13.787586,30,0,17820,3.385104,1.5,1.5,13.2,15.2,14.2,8.938264,11.338766,11.331781,-0.368651,14.267431,0.529161
44,C4-TP9,1786,3.006734,0.815907,34.6811,13.766375,30,0,17820,3.79539,1.5,1.5,13.2,15.2,14.2,9.93195,11.227324,11.236842,-0.328555,14.235254,0.534793
45,C3-TP10,1259,2.197208,0.808181,11.01305,13.262899,30,0,17190,1.263417,1.5,1.5,12.7,14.7,13.7,3.14619,10.719619,10.71803,-0.042679,13.588786,0.492883
45,C4-TP9,1289,2.249564,0.658029,36.90441,13.236265,30,0,17190,2.84261,1.5,1.5,12.7,14.7,13.7,9.643036,8.732351,8.687355,0.098659,13.493033,0.36834
46,C3-TP10,1327,2.386691,0.787076,25.05739,13.688065,30,0,16680,3.032615,1.5,1.5,13.1,15.1,14.1,7.254049,10.762622,10.784476,-0.149872,14.092147,0.499698
46,C4-TP9,1283,2.307554,0.758706,21.99481,13.698095,30,0,16680,2.774857,1.5,1.5,13.1,15.1,14.1,6.435253,10.389712,10.395947,-0.136927,14.106983,0.477365
47,C3-TP10,939,1.889336,0.743269,19.09992,13.593054,30,0,14910,2.244716,1.5,1.5,13.1,15.1,14.1,5.477282,10.105431,10.101171,-0.197511,14.026028,0.480066
47,C4-TP9,967,1.945674,0.724054,18.62298,13.625457,30,0,14910,2.227002,1.5,1.5,13.1,15.1,14.1,5.381334,9.870734,9.860393,-0.178659,14.053084,0.478426
48,C3-TP10,1114,2.35518,0.780969,22.35284,12.765517,30,0,14190,2.62617,1.5,1.5,12.3,14.3,13.3,6.37589,9.970377,9.968582,-0.302282,13.205546,0.469358
48,C4-TP9,1073,2.268499,0.794884,22.76471,12.745776,30,0,14190,2.642577,1.5,1.5,12.3,14.3,13.3,6.464277,10.120224,10.142591,-0.381371,13.230052,0.469185
49,C3-TP10,662,1.88604,0.725423,16.14722,13.92666,30,0,10530,2.005387,1.5,1.5,13.5,15.5,14.5,4.701728,10.114804,10.090634,-0.037926,14.327868,0.45089
49,C4-TP9,585,1.666667,0.712496,15.83575,13.903217,30,0,10530,2.010406,1.5,1.5,13.5,15.5,14.5,4.628989,9.904274,9.907692,-0.103267,14.348136,0.480776
50,C3-TP10,1525,2.597956,0.831567,30.15876,13.656221,30,0,17610,3.581098,1.5,1.5,13,15,14,8.704099,11.363934,11.348197,-0.086017,14.002534,0.501722
50,C4-TP9,1425,2.427598,0.810604,27.73974,13.55412,30,0,17610,3.264529,1.5,1.5,13,15,14,7.973699,10.977544,10.996491,-0.128486,13.92359,0.496586
51,C3-TP10,1906,2.83631,0.904612,37.21502,12.643908,30,0,20160,4.476346,1.5,1.5,12,14,13,10.74103,11.454879,11.420776,-0.201458,13.016132,0.49704
51,C4-TP9,1731,2.575893,0.886349,33.70897,12.716471,30,0,20160,3.976058,1.5,1.5,12,14,13,9.627172,11.283651,11.25881,-0.207002,13.069347,0.461863
52,C3-TP10,1490,2.5,0.844779,26.86371,13.115705,30,0,17880,2.958991,1.5,1.5,12.4,14.4,13.4,7.551948,11.083893,11.075839,-0.176629,13.48223,0.468453
52,C4-TP9,1560,2.61745,0.854885,26.60346,13.177667,30,0,17880,2.972819,1.5,1.5,12.4,14.4,13.4,7.508869,11.264103,11.266667,-0.14027,13.531039,0.474391
53,C3-TP10,878,1.611009,0.812141,31.90303,12.400079,30,0,16350,4.184604,1.5,1.5,11.9,13.9,12.9,9.428992,10.068337,10.072893,-0.237981,12.801522,0.474537
53,C4-TP9,1188,2.179817,0.80947,25.48405,12.336609,30,0,16350,3.218858,1.5,1.5,11.9,13.9,12.9,7.403279,9.977273,9.994949,-0.241174,12.736308,0.451424
54,C3-TP10,1010,2.007952,0.751594,24.29478,13.369604,30,0,15090,3.016085,1.5,1.5,12.9,14.9,13.9,7.0619,10.032673,10.064356,-0.204928,13.77657,0.489623
54,C4-TP9,948,1.884692,0.764778,23.94074,13.300506,30,0,15090,2.994323,1.5,1.5,12.9,14.9,13.9,6.946532,10.167722,10.17616,-0.203358,13.728121,0.466319
55,C3-TP10,1508,2.761905,0.838117,30.31273,12.528088,30,0,16380,3.650313,1.5,1.5,12,14,13,8.702183,10.503316,10.496684,-0.557374,13.065033,0.531311
55,C4-TP9,1470,2.692308,0.820721,28.9578,12.506424,30,0,16380,3.411323,1.5,1.5,12,14,13,8.273775,10.261224,10.267347,-0.579718,13.06268,0.530726
56,C3-TP10,1888,2.805349,0.809783,20.92465,12.755499,30,0,20190,2.513746,1.5,1.5,12.1,14.1,13.1,6.014654,10.319915,10.338453,-0.167514,13.111433,0.499068
56,C4-TP9,1814,2.695394,0.852988,20.53934,12.865471,30,0,20190,2.474056,1.5,1.5,12.1,14.1,13.1,5.902011,10.979603,10.968578,-0.091366,13.180811,0.490905
57,C3-TP10,1521,2.582343,0.818074,30.02536,12.845478,30,0,17670,3.253441,1.5,1.5,12.3,14.3,13.3,8.403108,10.512163,10.504931,-0.329556,13.297687,0.51169
57,C4-TP9,1466,2.488964,0.781139,26.5637,12.792647,30,0,17670,2.959762,1.5,1.5,12.3,14.3,13.3,7.481997,9.991814,9.993861,-0.299597,13.214498,0.499705
58,C3-TP10,965,2.519582,0.796104,27.48738,12.838436,30,0,11490,3.291557,1.5,1.5,12.2,14.2,13.2,7.891183,10.211399,10.230052,-0.47703,13.347603,0.509924
58,C4-TP9,950,2.480418,0.792316,26.59066,12.725521,30,0,11490,3.257153,1.5,1.5,12.2,14.2,13.2,7.694529,10.064211,10.101053,-0.540655,13.274408,0.531522
59,C3-TP10,972,2.319809,0.78606,15.20707,12.909495,30,0,12570,1.794684,1.5,1.5,12.4,14.4,13.4,4.337352,10.167695,10.127572,-0.41828,13.406107,0.48842
59,C4-TP9,1025,2.446301,0.764849,16.08894,12.97116,30,0,12570,1.93628,1.5,1.5,12.4,14.4,13.4,4.631314,9.933659,9.908293,-0.413619,13.459457,0.494542
60,C3-TP10,1274,2.159322,0.77573,25.65651,13.622658,30,0,17700,3.184261,1.5,1.5,13.1,15.1,14.1,7.453022,10.563579,10.571429,-0.296223,14.090834,0.493914
60,C4-TP9,693,1.174576,0.689885,28.06385,13.557071,30,0,17700,3.698019,1.5,1.5,13.1,15.1,14.1,8.329018,9.34632,9.359307,-0.241965,14.019916,0.487149
61,C3-TP10,1104,2.348936,0.781784,25.0816,12.314475,30,0,14100,3.087617,1.5,1.5,11.9,13.9,12.9,7.26289,9.638587,9.615942,-0.401381,12.808167,0.505653
61,C4-TP9,977,2.078723,0.767318,20.68481,12.319421,30,0,14100,2.561222,1.5,1.5,11.9,13.9,12.9,5.961703,9.447288,9.458547,-0.408599,12.801337,0.489725
62,C3-TP10,1481,2.697632,0.803464,26.88428,13.467179,30,0,16470,2.912675,1.5,1.5,12.9,14.9,13.9,7.564343,10.801485,10.839298,-0.492951,14.02354,0.552433
62,C4-TP9,1551,2.825137,0.824294,29.56191,13.601699,30,0,16470,3.181532,1.5,1.5,12.9,14.9,13.9,8.345202,11.199871,11.223727,-0.458031,14.11012,0.539278
63,C3-TP10,1489,2.649466,0.797824,20.96347,12.623742,30,0,16860,2.414187,1.5,1.5,12.1,14.1,13.1,5.97631,10.073203,10.069846,-0.391642,13.105069,0.511027
63,C4-TP9,1427,2.539146,0.786433,20.53539,12.720987,30,0,16860,2.442622,1.5,1.5,12.1,14.1,13.1,5.907409,10.001402,10.007008,-0.352299,13.16568,0.496172
64,C3-TP10,1855,2.66523,0.788825,28.33631,12.995551,30,0,20880,3.364028,1.5,1.5,12.3,14.3,13.3,8.132567,10.247439,10.254987,-0.209433,13.388776,0.499956
64,C4-TP9,1797,2.581897,0.785025,30.27445,12.846196,30,0,20880,3.46356,1.5,1.5,12.3,14.3,13.3,8.617099,10.072899,10.096272,-0.321949,13.29721,0.510936
65,C3-TP10,1277,2.44636,0.796038,23.65278,13.472662,30,0,15660,2.767915,1.5,1.5,12.8,14.8,13.8,6.77483,10.732185,10.717306,-0.286887,13.925766,0.489607
65,C4-TP9,1240,2.375479,0.765589,21.14832,13.425785,30,0,15660,2.495843,1.5,1.5,12.8,14.8,13.8,6.090809,10.270968,10.28629,-0.279984,13.87924,0.502123
66,C3-TP10,1701,2.717252,0.895444,34.56686,13.107704,30,0,18780,4.082267,1.5,1.5,12.4,14.4,13.4,9.896649,11.747208,11.727219,-0.214273,13.459363,0.497397
66,C4-TP9,1732,2.766773,0.893741,31.03242,13.083348,30,0,18780,3.703547,1.5,1.5,12.4,14.4,13.4,8.911909,11.691109,11.69515,-0.196691,13.451641,0.494193
67,C3-TP10,962,2.268868,0.915374,24.20679,12.078834,30,0,12720,3.00542,1.5,1.5,11.7,13.7,12.7,6.964983,11.057173,11.056133,-0.223035,12.456458,0.436475
67,C4-TP9,894,2.108491,0.873356,24.10813,12.040524,30,0,12720,3.051667,1.5,1.5,11.7,13.7,12.7,6.992715,10.516779,10.514541,-0.285952,12.45031,0.425749
68,C3-TP10,1124,2.714976,0.741317,24.77138,13.980366,30,0,12420,2.930122,1.5,1.5,13.4,15.4,14.4,7.169419,10.358541,10.369217,-0.238964,14.434586,0.533411
68,C4-TP9,1137,2.746377,0.742595,30.03422,13.787263,30,0,12420,3.392761,1.5,1.5,13.4,15.4,14.4,8.581156,10.227792,10.248901,-0.496576,14.34703,0.535615
69,C3-TP10,1716,2.736842,0.747943,15.34228,12.846814,30,0,18810,1.744796,1.5,1.5,12.2,14.2,13.2,4.38184,9.61014,9.607226,-0.339151,13.301002,0.518629
69,C4-TP9,1869,2.980861,0.763601,17.13841,12.90526,30,0,18810,1.97304,1.5,1.5,12.2,14.2,13.2,4.905588,9.853933,9.855003,-0.327841,13.369571,0.511573
70,C3-TP10,781,2.187675,0.815327,16.41074,13.796975,30,0,10710,1.973134,1.5,1.5,13.1,15.1,14.1,4.723266,11.275288,11.222791,-0.071171,14.127367,0.446593
70,C4-TP9,648,1.815126,0.764753,15.60401,13.69259,30,0,10710,1.962593,1.5,1.5,13.1,15.1,14.1,4.519445,10.481481,10.46142,0.002798,14.029239,0.428637
71,C3-TP10,1316,2.238095,0.893146,31.25437,12.611666,30,0,17640,3.375365,1.5,1.5,12.2,14.2,13.2,8.687696,11.276596,11.25152,-0.238693,12.99872,0.442158
71,C4-TP9,1321,2.246599,0.914474,30.58082,12.657075,30,0,17640,3.362891,1.5,1.5,12.2,14.2,13.2,8.499731,11.573808,11.575322,-0.203721,13.00358,0.447524
72,C3-TP10,1706,2.712242,0.896717,40.82127,12.843182,30,0,18870,4.681948,1.5,1.5,12.3,14.3,13.3,11.5553,11.521102,11.512309,-0.308063,13.247399,0.490075
72,C4-TP9,1632,2.594595,0.861219,35.58543,12.849784,30,0,18870,4.086821,1.5,1.5,12.3,14.3,13.3,10.10271,11.067402,11.065564,-0.291682,13.256367,0.508423
73,C3-TP10,1002,2.251685,0.757425,27.37407,12.814583,30,0,13350,3.21968,1.5,1.5,12.3,14.3,13.3,7.83615,9.709581,9.702595,-0.336292,13.274624,0.482814
73,C4-TP9,1001,2.249438,0.773806,28.14621,12.846317,30,0,13350,3.223943,1.5,1.5,12.3,14.3,13.3,7.977459,9.932068,9.949051,-0.40751,13.335973,0.49778
74,C3-TP10,867,2.355978,0.809527,20.8027,13.616676,30,0,11040,2.469779,1.5,1.5,13,15,14,5.928805,11.032295,11.013841,-0.145176,13.994329,0.426332
74,C4-TP9,854,2.320652,0.801604,19.81238,13.526739,30,0,11040,2.361366,1.5,1.5,13,15,14,5.630031,10.837237,10.848946,-0.14492,13.899084,0.419363
75,C3-TP10,1587,2.745675,0.722048,24.29598,14.367871,30,0,17340,2.782712,1.5,1.5,13.8,15.8,14.8,7.008471,10.379332,10.36925,-0.324516,14.894212,0.558665
75,C4-TP9,1588,2.747405,0.727613,23.10471,14.386603,30,0,17340,2.679624,1.5,1.5,13.8,15.8,14.8,6.681607,10.473552,10.462217,-0.291389,14.88999,0.547188
76,C3-TP10,1394,2.370748,0.783623,13.62964,13.647391,30,0,17640,1.592953,1.5,1.5,13,15,14,3.921907,10.688666,10.700143,-0.054692,14.009795,0.495792
76,C4-TP9,1380,2.346939,0.783029,14.02317,13.625553,30,0,17640,1.654496,1.5,1.5,13,15,14,4.032632,10.652899,10.685507,0.062033,13.942828,0.470964
77,C3-TP10,1832,2.83153,0.900764,27.40834,13.613198,30,0,19410,3.230736,1.5,1.5,12.9,14.9,13.9,7.947188,12.256004,12.268559,-0.185372,14.01985,0.491396
77,C4-TP9,1723,2.66306,0.876001,26.13876,13.581343,30,0,19410,3.066081,1.5,1.5,12.9,14.9,13.9,7.542866,11.90946,11.885084,-0.209047,13.988548,0.486228
78,C3-TP10,1249,2.361059,0.758367,21.92081,12.940773,30,0,15870,2.5459,1.5,1.5,12.3,14.3,13.3,6.241673,9.818255,9.809448,-0.25608,13.378566,0.472563
78,C4-TP9,1187,2.243856,0.73273,19.69389,12.888186,30,0,15870,2.426835,1.5,1.5,12.3,14.3,13.3,5.70491,9.443134,9.443976,-0.177101,13.2969,0.490849
79,C3-TP10,1675,2.389444,0.826513,23.43504,13.156868,30,0,21030,2.726444,1.5,1.5,12.5,14.5,13.5,6.706144,10.874627,10.87403,-0.27827,13.568907,0.494065
79,C4-TP9,1659,2.366619,0.8078,21.15601,13.166162,30,0,21030,2.453467,1.5,1.5,12.5,14.5,13.5,6.040228,10.640747,10.6305,-0.293142,13.58539,0.489978
80,C3-TP10,1549,2.911654,0.914216,38.60284,13.615725,30,0,15960,4.435116,1.5,1.5,12.8,14.8,13.8,11.09817,12.441575,12.453841,-0.090071,13.939231,0.507954
80,C4-TP9,1494,2.808271,0.897985,33.08131,13.643513,30,0,15960,3.780328,1.5,1.5,12.8,14.8,13.8,9.430073,12.256359,12.246988,-0.166816,13.998773,0.500714
81,C3-TP10,1387,2.621928,0.796099,17.95062,13.666579,30,0,15870,2.028869,1.5,1.5,13,15,14,5.098013,10.888969,10.870944,-0.317609,14.132551,0.491147
81,C4-TP9,1401,2.648393,0.818715,30.73692,13.655385,30,0,15870,3.402064,1.5,1.5,13,15,14,8.745755,11.180585,11.179158,-0.441272,14.152811,0.51977
82,C3-TP10,2145,3.113208,0.782569,32.09909,13.587135,30,0,20670,3.832736,1.5,1.5,13,15,14,9.311929,10.640093,10.625641,-0.32555,14.063706,0.541571
