datasetnum,channel,count,density_per_epoch,mean_duration_seconds,mean_amplitude_peak2trough_potential,mean_slope_to_trough_min_potential_per_second,mean_slope_zerocrossing_to_trough_potential_per_second,mean_slope_trough_to_up_max_potential_per_second,mean_slope_trough_to_zerocrossing_potential_per_second,mean_frequency_by_duration,mean_frequency_by_trough_to_peak_latency,epoch_length_seconds,lengths_ROI_seconds,used_meanNegPeak_potential,used_meanP2T_potential,mean_SD_of_filtered_signal,mean_negative_peak_potential,mean_positive_peak_potential
66,C4-TP9,1468,2.345048,1.207207,191.8793,-839.1254,-474.4463,856.6842,459.2417,0.828358,0.862687,30,18780,-56.32964,105.0364,58.64338,-105.1163,86.76302
67,C3-TP10,420,0.990566,1.561952,139.0559,-446.4622,-234.8368,468.3895,244.5225,0.640224,0.676002,30,12720,-41.52226,77.0708,43.24702,-75.03043,64.02552
67,C4-TP9,581,1.370283,1.419725,115.9594,-458.8301,-248.9284,449.8177,234.1778,0.704362,0.73001,30,12720,-37.61431,69.54116,35.18853,-64.31769,51.64168
68,C3-TP10,384,0.927536,1.497578,124.0708,-398.6327,-204.2912,484.1171,242.8333,0.667745,0.753562,30,12420,-35.81267,67.45742,38.73956,-65.52593,58.54489
68,C4-TP9,493,1.190821,1.391034,124.9744,-478.7178,-256.3071,537.6099,285.9384,0.718889,0.775547,30,12420,-38.60682,71.89244,37.88638,-68.52319,56.45125
69,C3-TP10,564,0.899522,1.493989,106.3408,-385.2632,-209.7196,410.8662,245.1004,0.669349,0.788922,30,18810,-34.3434,61.33776,32.33693,-61.99596,44.3448
69,C4-TP9,533,0.85008,1.43272,104.8632,-379.0474,-203.6913,410.6591,237.933,0.697973,0.828618,30,18810,-33.57417,60.76391,32.09348,-59.6979,45.1653
70,C3-TP10,362,1.014006,1.298122,94.68179,-379.3047,-200.729,405.2583,207.6406,0.770344,0.816308,30,10710,-29.88351,57.451,28.63214,-49.3684,45.31339
70,C4-TP9,399,1.117647,1.286291,97.94678,-397.9911,-213.6762,418.2028,212.0013,0.777429,0.812363,30,10710,-31.32857,60.08559,29.49604,-51.22755,46.71923
71,C3-TP10,919,1.562925,1.371567,134.8369,-562.8922,-319.1021,539.1779,275.5878,0.729093,0.742686,30,17640,-43.29646,79.3141,40.96772,-74.24353,60.5934
71,C4-TP9,745,1.267007,1.404161,121.0946,-500.455,-278.4653,461.1139,231.6852,0.712169,0.726716,30,17640,-40.6214,74.53031,36.91369,-67.38745,53.70717
72,C3-TP10,1491,2.370429,1.235278,209.8507,-858.5768,-497.7681,905.5635,505.7128,0.809534,0.860805,30,18870,-60.77818,113.7503,64.84092,-115.7733,94.07741
72,C4-TP9,1354,2.152623,1.219306,182.313,-759.7298,-431.6606,792.4085,437.8795,0.820139,0.867693,30,18870,-54.95003,102.1954,56.21994,-100.0477,82.26527
73,C3-TP10,414,0.930337,1.41256,104.0844,-397.1762,-203.4043,459.2956,219.5262,0.707934,0.742255,30,13350,-31.23218,59.63625,30.88351,-54.18884,49.89553
73,C4-TP9,357,0.802247,1.311008,94.98509,-389.119,-205.3694,413.1022,208.5844,0.762772,0.820275,30,13350,-29.86823,56.51883,28.52855,-51.23104,43.75405
74,C3-TP10,546,1.483696,1.37174,156.1278,-624.317,-341.8527,602.2625,320.9996,0.729001,0.773108,30,11040,-46.70187,86.63441,48.18223,-85.39965,70.72812
74,C4-TP9,554,1.505435,1.353069,160.5448,-665.6033,-370.4057,622.2695,339.1481,0.739061,0.757596,30,11040,-47.99053,87.3922,49.638,-90.00645,70.53837
75,C3-TP10,749,1.295848,1.275113,153.3092,-657.2395,-385.6754,631.134,356.0151,0.784244,0.833074,30,17340,-45.83565,83.41022,47.31589,-88.38303,64.9262
75,C4-TP9,707,1.223183,1.255163,141.4815,-612.9975,-358.8313,573.6317,327.9936,0.796709,0.856492,30,17340,-43.80874,79.6798,43.89517,-81.2049,60.27661
76,C3-TP10,715,1.215986,1.429343,122.7403,-454.0986,-249.5093,464.1281,242.3796,0.699622,0.74312,30,17640,-38.7596,73.22541,37.43761,-65.09996,57.64031
76,C4-TP9,776,1.319728,1.364201,122.8668,-503.6622,-280.9744,473.7881,252.9501,0.73303,0.768332,30,17640,-40.27437,74.03105,37.80369,-68.54277,54.32408
77,C3-TP10,1298,2.006182,1.287042,161.5921,-684.2938,-387.9853,621.7497,343.006,0.776976,0.801928,30,19410,-48.82777,89.20771,50.45218,-92.04521,69.5469
77,C4-TP9,1268,1.959815,1.310812,166.7742,-692.0491,-392.0849,629.0097,348.9174,0.762886,0.799435,30,19410,-49.52981,90.5415,51.92407,-94.50637,72.26786
78,C3-TP10,689,1.302457,1.244891,140.2328,-616.5223,-363.2813,620.8646,349.3898,0.803283,0.859531,30,15870,-42.66666,76.53566,42.90913,-81.21777,59.01506
78,C4-TP9,688,1.300567,1.305858,133.1354,-574.6273,-331.4763,554.6062,304.0303,0.76578,0.784833,30,15870,-41.25513,74.75998,40.43761,-75.94501,57.19035
79,C3-TP10,1365,1.947218,1.407201,212.1543,-793.3894,-452.8143,772.0651,441.2177,0.71063,0.764912,30,21030,-62.72492,114.5193,66.35542,-120.8785,91.27578
79,C4-TP9,1530,2.182596,1.355654,190.4317,-773.6921,-451.5452,739.2696,423.6076,0.737652,0.83798,30,21030,-56.23435,100.5538,58.85788,-112.1767,78.25506
80,C3-TP10,1033,1.941729,1.23029,191.1444,-843.6962,-481.8224,835.6606,473.6149,0.812816,0.887076,30,15960,-55.19915,100.6695,58.66322,-108.9725,82.17192
80,C4-TP9,1065,2.00188,1.264207,200.3017,-853.6504,-502.9346,852.5335,491.7599,0.79101,0.852218,30,15960,-59.1675,108.0103,61.48909,-115.5859,84.71575
81,C3-TP10,443,0.837429,1.430858,97.90898,-330.0669,-173.8984,370.0397,175.6257,0.698881,0.713963,30,15870,-30.39356,58.91819,30.10887,-48.79747,49.11151
81,C4-TP9,634,1.198488,1.477981,215.0209,-661.9669,-368.7682,757.0212,417.4274,0.676599,0.757105,30,15870,-60.00098,113.1585,68.40418,-115.3279,99.693
82,C3-TP10,1858,2.696662,1.238907,223.319,-859.9562,-500.0667,855.4542,499.648,0.807163,0.878653,30,20670,-66.37937,121.4019,71.0013,-125.0165,98.30253
82,C4-TP9,1843,2.674891,1.239213,198.0477,-755.4953,-439.5661,776.8157,448.3388,0.806964,0.874795,30,20670,-60.81544,110.678,62.99962,-110.9617,87.08608
83,C3-TP10,596,1.161793,1.360654,124.6568,-549.3512,-302.563,489.6681,243.5384,0.734941,0.728161,30,15390,-36.98854,68.58923,37.75785,-70.4528,54.20397
83,C4-TP9,613,1.194932,1.395612,134.2305,-573.3746,-322.5363,509.3357,257.2274,0.716532,0.712128,30,15390,-38.95458,72.94849,40.94745,-74.57096,59.6595
84,C3-TP10,834,1.702041,1.330036,160.6665,-705.7696,-400.8222,646.0616,353.3495,0.751859,0.765306,30,14700,-45.42937,83.46151,48.94696,-92.42202,68.24446
84,C4-TP9,701,1.430612,1.473438,186.2945,-703.4412,-384.9547,665.1041,346.092,0.678685,0.683356,30,14700,-52.35472,97.54612,57.73317,-101.5951,84.69941
85,C3-TP10,428,0.981651,1.423505,102.0589,-346.84,-185.3694,402.2878,189.1627,0.702492,0.728883,30,13080,-30.22494,57.66955,31.10244,-52.12705,49.93184
85,C4-TP9,506,1.16055,1.503972,155.0721,-473.971,-240.3404,615.9403,287.2263,0.664906,0.682401,30,13080,-39.4302,76.81811,49.42782,-77.94572,77.1264
86,C3-TP10,1082,1.631976,1.347403,135.0565,-569.0224,-326.779,510.4518,290.8184,0.742168,0.757661,30,19890,-42.13851,75.43918,41.82394,-78.55783,56.49864
86,C4-TP9,1066,1.607843,1.326848,143.4806,-599.5861,-344.0965,539.1513,311.1171,0.753666,0.787157,30,19890,-44.6818,79.71463,44.73908,-83.3161,60.16447
87,C3-TP10,618,1.320513,1.259482,113.7409,-473.5334,-262.265,489.9853,265.5328,0.793977,0.839218,30,14040,-35.31021,66.51928,34.5433,-62.01011,51.73077
87,C4-TP9,565,1.207265,1.253239,106.4327,-442.865,-243.7856,470.6606,251.6066,0.797932,0.830467,30,14040,-33.58795,63.33839,32.26661,-57.90857,48.52415
88,C3-TP10,817,1.634,1.320233,129.0638,-557.8802,-315.0266,550.8041,294.8078,0.757442,0.790472,30,15000,-40.16157,73.88023,39.02788,-72.61526,56.44854
88,C4-TP9,696,1.392,1.318247,118.9122,-521.8182,-294.6788,490.5791,261.1953,0.758583,0.78262,30,15000,-37.83706,69.31195,35.87152,-67.93176,50.98042
89,C3-TP10,611,1.62069,1.336137,115.4511,-456.5633,-250.9799,480.0419,241.6138,0.748426,0.774968,30,11310,-36.92481,70.38947,35.00571,-60.02142,55.42968
89,C4-TP9,572,1.517241,1.316678,108.9814,-417.4834,-222.847,464.1612,229.4895,0.759487,0.797613,30,11310,-35.50906,67.99362,33.06159,-56.73142,52.24995
90,C3-TP10,1186,1.870662,1.243449,187.2496,-823.227,-472.2577,913.0855,531.3125,0.804215,0.942422,30,19020,-53.23322,96.40583,56.00413,-109.6134,77.63612
90,C4-TP9,1166,1.839117,1.262196,190.9226,-846.0799,-487.0602,917.9701,538.5663,0.79227,0.913679,30,19020,-54.1121,97.5617,57.18684,-112.0021,78.92052
91,C3-TP10,1047,1.694175,1.359475,135.9051,-533.7034,-290.3934,529.9667,261.2529,0.735578,0.736567,30,18540,-42.94663,81.34131,41.56437,-71.57375,64.33132
91,C4-TP9,1080,1.747573,1.307519,137.5826,-576.0841,-322.4846,542.2785,285.8507,0.764808,0.769988,30,18540,-43.69892,81.05279,42.35146,-75.72655,61.85608
92,C3-TP10,882,1.56383,1.339376,159.2711,-652.1244,-360.9084,641.1848,348.7636,0.746616,0.808047,30,16920,-43.87945,80.71277,49.00783,-90.60613,68.66497
92,C4-TP9,910,1.613475,1.340429,164.3071,-654.5509,-363.3822,667.3079,364.3842,0.74603,0.806437,30,16920,-45.20837,82.71091,50.49198,-93.26029,71.04682
93,C3-TP10,735,1.298587,1.187918,167.8307,-737.8939,-445.448,758.0445,476.8369,0.841809,0.988514,30,16980,-46.22945,81.6241,51.82154,-101.8307,65.99995
93,C4-TP9,659,1.164311,1.204856,157.3573,-696.3931,-416.8083,700.7717,428.8833,0.829975,0.949322,30,16980,-43.97494,77.81466,48.2146,-95.06708,62.2902
94,C3-TP10,518,1.295,1.203745,122.7086,-538.5133,-304.0201,578.7335,332.6098,0.830741,0.915065,30,12000,-40.04154,73.88675,37.07598,-68.60704,54.10154
94,C4-TP9,587,1.4675,1.246695,119.2077,-489.3509,-268.627,550.3181,298.6154,0.802121,0.875127,30,12000,-38.88042,72.84251,36.08601,-64.80046,54.40721
95,C3-TP10,650,1.001541,1.301138,115.6782,-506.1152,-285.9878,489.8692,263.13,0.768558,0.851365,30,19470,-34.8959,63.67272,35.23194,-67.15761,48.52064
95,C4-TP9,675,1.040062,1.296681,108.3447,-477.623,-268.0157,468.1245,250.342,0.771199,0.835107,30,19470,-33.86563,62.11931,32.56199,-62.40519,45.9395
96,C3-TP10,1042,1.716639,1.320019,150.9504,-575.4459,-321.6744,620.2614,328.8119,0.757565,0.809346,30,18210,-42.87523,80.20657,46.41583,-82.58516,68.36525
96,C4-TP9,1089,1.794069,1.323866,147.1516,-569.9964,-312.6335,602.1174,318.1842,0.755363,0.812978,30,18210,-43.15839,80.74625,45.30214,-80.48553,66.66604
97,C3-TP10,728,1.962264,1.25081,161.2696,-712.3863,-411.7139,693.3356,387.6942,0.799482,0.827856,30,11130,-48.46523,89.09606,49.07438,-92.50041,68.76919
97,C4-TP9,737,1.986523,1.274274,175.275,-762.5681,-435.2308,746.8973,408.8155,0.784761,0.804954,30,11130,-53.53726,99.50032,53.38138,-97.71034,77.56463
98,C3-TP10,366,0.933673,1.280546,101.3765,-424.0256,-233.5473,444.5128,206.8832,0.780917,0.78423,30,11760,-32.59578,62.01705,30.38578,-53.08233,48.29416
98,C4-TP9,315,0.803571,1.247587,100.5639,-453.1735,-261.0051,441.3567,222.5186,0.801547,0.80263,30,11760,-33.44518,61.18406,30.35435,-56.16847,44.39547
99,C3-TP10,368,0.915423,1.385516,81.7103,-330.0948,-182.2238,323.7015,172.752,0.721753,0.736324,30,12060,-27.90786,51.55973,24.693,-45.93497,35.77533
99,C4-TP9,389,0.967662,1.373136,89.03062,-362.8996,-197.4692,347.2378,186.1188,0.72826,0.745696,30,12060,-29.70347,54.37367,26.89906,-49.82212,39.2085
100,C3-TP10,699,1.577878,1.380186,197.1539,-707.2326,-378.7319,819.2088,438.3164,0.72454,0.768216,30,13290,-56.39259,106.4524,60.41832,-107.3419,89.81194
100,C4-TP9,567,1.27991,1.474497,187.2416,-640.5409,-337.5961,749.0277,408.568,0.678197,0.756787,30,13290,-54.01395,100.9373,57.40968,-102.283,84.95867
101,C3-TP10,1319,2.051322,1.33138,139.0548,-576.7718,-327.3574,504.6005,265.1205,0.7511,0.746243,30,19290,-45.23403,84.15871,43.3145,-76.84897,62.20584
101,C4-TP9,1268,1.972006,1.363052,137.8408,-516.6983,-288.8155,493.4437,250.885,0.733648,0.734332,30,19290,-44.40619,83.61928,43.15686,-73.68679,64.154
102,C3-TP10,781,1.174436,1.334456,123.9134,-538.9043,-309.3334,521.5425,289.1203,0.749369,0.796955,30,19950,-37.05698,67.52469,37.43749,-71.14976,52.76363
102,C4-TP9,773,1.162406,1.31815,122.1932,-538.7467,-315.2919,495.0191,274.1021,0.758639,0.786064,30,19950,-38.09608,69.14678,37.01123,-70.29309,51.90007
103,C3-TP10,575,1.116505,1.294783,108.8045,-464.3626,-258.7298,493.2789,265.8438,0.77233,0.830565,30,15450,-33.7595,62.67596,32.73531,-61.36368,47.44085
103,C4-TP9,613,1.190291,1.300538,104.9628,-434.5725,-240.7545,457.1867,240.6152,0.768912,0.813407,30,15450,-33.01432,61.9587,31.66806,-57.82857,47.13428
104,C3-TP10,789,1.424188,1.155209,151.2356,-664.427,-394.4949,674.2915,405.4369,0.865644,0.957013,30,16620,-45.34842,80.84501,47.20913,-87.45134,63.78425
104,C4-TP9,791,1.427798,1.184842,158.5305,-684.8231,-410.7701,673.964,398.8582,0.843994,0.894634,30,16620,-46.5059,83.44307,49.69189,-90.97572,67.55477
105,C3-TP10,589,1.180361,1.297233,136.5304,-590.2033,-344.2708,572.7365,315.6673,0.770872,0.821937,30,14970,-39.84674,72.05488,41.71118,-79.28638,57.244
105,C4-TP9,520,1.042084,1.507154,157.733,-521.5771,-286.5502,515.3729,256.3566,0.663502,0.626536,30,14970,-46.70148,90.90029,49.58314,-77.91598,79.81702
106,C3-TP10,1443,2.290476,1.209577,190.0406,-789.6787,-437.479,850.9297,454.6244,0.826735,0.882796,30,18900,-52.36207,98.56148,58.18156,-103.3042,86.73641
106,C4-TP9,1311,2.080952,1.216712,184.0425,-799.5085,-444.3113,826.8224,447.8036,0.821887,0.878392,30,18900,-51.94047,96.19894,56.21962,-101.3662,82.67634
107,C3-TP10,979,1.5664,1.387293,115.9066,-456.7742,-252.3384,454.2717,241.1485,0.720828,0.753924,30,18750,-36.78022,68.4233,35.22949,-63.90915,51.99745
107,C4-TP9,877,1.4032,1.463409,118.4232,-437.0088,-238.0355,432.2136,217.5809,0.683336,0.681387,30,18750,-38.43126,71.13318,36.2101,-63.87104,54.55215
108,C3-TP10,781,1.496169,1.363905,115.8456,-455.2062,-245.2602,495.9017,270.9205,0.733189,0.796435,30,15660,-36.78994,68.96086,34.91827,-63.96502,51.8806
108,C4-TP9,724,1.386973,1.541796,140.8974,-471.7993,-251.146,520.8779,268.1097,0.648594,0.687964,30,15660,-42.65557,79.8372,43.25489,-75.94352,64.95391
109,C3-TP10,576,1.068646,1.275729,95.84266,-398.2553,-217.1337,422.0668,219.7829,0.783865,0.830737,30,16170,-30.6702,57.85271,28.92395,-51.32798,44.51468
109,C4-TP9,585,1.085343,1.301744,95.89179,-394.0592,-212.7768,409.0208,205.6043,0.7682,0.807253,30,16170,-30.58826,58.07064,28.84787,-51.06798,44.82381
110,C3-TP10,1218,1.951923,1.232759,183.3847,-772.6432,-441.6749,823.9313,463.3911,0.811189,0.890663,30,18720,-52.03493,96.48851,55.75075,-102.7768,80.60794
110,C4-TP9,1204,1.929487,1.237666,178.0337,-737.4389,-415.8206,790.7581,446.1934,0.807972,0.906299,30,18720,-50.72453,94.28141,54.16655,-99.44804,78.58563
111,C3-TP10,378,0.655113,1.30709,80.17769,-324.9842,-167.0148,365.1691,180.1797,0.765058,0.819885,30,17310,-26.3387,50.23985,23.8658,-41.31248,38.86521
111,C4-TP9,485,0.840555,1.426041,82.53503,-313.213,-161.9036,340.4184,157.9156,0.701242,0.700179,30,17310,-27.71959,52.39256,24.49138,-43.20649,39.32854
112,C3-TP10,755,1.457529,1.334874,152.7864,-639.4568,-358.893,634.8745,353.9468,0.749134,0.813543,30,15540,-44.77555,80.93642,46.40218,-87.62589,65.1605
112,C4-TP9,778,1.501931,1.338239,157.0055,-671.5755,-386.3698,630.6888,354.1562,0.747251,0.788056,30,15540,-46.44731,83.30322,48.27034,-91.76536,65.24015
113,C3-TP10,742,1.374074,1.281658,143.1466,-616.5464,-340.2535,630.7276,346.8658,0.78024,0.83397,30,16200,-42.53699,78.04019,43.58138,-80.59817,62.54843
113,C4-TP9,690,1.277778,1.409725,155.4636,-585.125,-317.3665,608.3517,310.732,0.709358,0.721878,30,16200,-46.14949,87.58377,47.69471,-81.45392,74.00963
114,C3-TP10,767,1.311111,1.377197,130.8843,-546.9235,-315.5215,500.7385,270.3101,0.726113,0.789241,30,17550,-39.15307,70.47342,40.47491,-76.50034,54.38393
114,C4-TP9,799,1.365812,1.390113,125.549,-521.2225,-299.654,470.2784,245.2872,0.719366,0.736949,30,17550,-38.59372,70.13793,38.73279,-71.21386,54.33516
115,C3-TP10,1308,2.063091,1.333096,175.0915,-727.6791,-406.4596,652.9538,361.5565,0.750133,0.784549,30,19020,-52.06777,95.38997,54.33358,-99.76261,75.32892
115,C4-TP9,1309,2.064669,1.347685,169.6296,-686.4917,-387.0252,625.2491,339.2449,0.742013,0.771834,30,19020,-51.06794,93.55372,52.80556,-95.18605,74.44357
116,C3-TP10,655,1.381857,1.252763,146.5471,-664.9956,-388.0034,620.8798,351.0571,0.798235,0.824916,30,14220,-44.97573,80.343,45.08917,-85.59229,60.95479
116,C4-TP9,680,1.434599,1.279544,138.5314,-598.6557,-346.9084,566.2386,311.1644,0.781528,0.774205,30,14220,-43.8553,79.18657,42.66924,-79.60467,58.92677
117,C3-TP10,1497,2.153957,1.358016,205.9556,-832.5983,-484.498,822.6565,479.1706,0.736368,0.867655,30,20850,-60.23781,107.135,63.30407,-122.7764,83.17919
117,C4-TP9,1112,1.6,1.403363,207.7166,-762.2303,-440.8589,761.0046,421.8735,0.712574,0.760446,30,20850,-59.39629,109.056,64.57431,-115.8063,91.9103
118,C3-TP10,1303,2.04232,1.358611,230.727,-873.3947,-489.1241,928.2096,522.287,0.736046,0.844809,30,19140,-60.85571,111.5108,70.91044,-129.6169,101.1101
118,C4-TP9,1422,2.22884,1.313622,200.5807,-811.4194,-467.534,792.855,468.0252,0.761254,0.846832,30,19140,-57.53406,102.8746,62.15314,-117.4965,83.08422
