datasetnum,channel,freq,mean_power_over_segments,mean_powerDensity_over_segments,epoch_length_seconds,segment_length_seconds,segments_overlap_proportion,segment_count,consecutive_ROI_count,guaranteed_ROI_segment_coverage_seconds,frequency_true_resolution_calculation,arb_energy_over_segments,arb_energy_over_segments_per_ROI_seconds,mean_power_over_segments_times_ROI_seconds,arb_energyDensity_over_segments,arb_energyDensity_over_segments_per_ROI_seconds,mean_powerDensity_over_segments_times_ROI_seconds,lengths_ROI_Seconds
17,C3A2 EEG,16.8,0.2982985,0.996317,30,5,0.9,26427,37,13361.5,0.2,7883.134,0.589173,3991.234,26329.67,1.967838,13330.72,13380
17,C3A2 EEG,17,0.2842845,0.9495101,30,5,0.9,26427,37,13361.5,0.2,7512.785,0.5614937,3803.726,25092.7,1.875389,12704.44,13380
17,C3A2 EEG,17.2,0.271141,0.9056109,30,5,0.9,26427,37,13361.5,0.2,7165.443,0.5355338,3627.866,23932.58,1.788683,12117.07,13380
17,C3A2 EEG,17.4,0.2615351,0.8735273,30,5,0.9,26427,37,13361.5,0.2,6911.589,0.5165612,3499.34,23084.71,1.725314,11687.8,13380
17,C3A2 EEG,17.6,0.2522174,0.842406,30,5,0.9,26427,37,13361.5,0.2,6665.349,0.4981576,3374.668,22262.26,1.663846,11271.39,13380
17,C3A2 EEG,17.8,0.2433451,0.8127726,30,5,0.9,26427,37,13361.5,0.2,6430.881,0.4806339,3255.957,21479.14,1.605317,10874.9,13380
17,C3A2 EEG,18,0.2330404,0.778355,30,5,0.9,26427,37,13361.5,0.2,6158.559,0.4602809,3118.081,20569.59,1.537338,10414.39,13380
17,C3A2 EEG,18.2,0.2280417,0.7616594,30,5,0.9,26427,37,13361.5,0.2,6026.459,0.450408,3051.198,20128.37,1.504363,10191,13380
17,C3A2 EEG,18.4,0.2226252,0.7435681,30,5,0.9,26427,37,13361.5,0.2,5883.316,0.4397097,2978.725,19650.27,1.46863,9948.941,13380
17,C3A2 EEG,18.6,0.2167348,0.7238941,30,5,0.9,26427,37,13361.5,0.2,5727.649,0.4280754,2899.911,19130.35,1.429772,9685.703,13380
17,C3A2 EEG,18.8,0.2102628,0.7022778,30,5,0.9,26427,37,13361.5,0.2,5556.616,0.4152927,2813.317,18559.1,1.387077,9396.478,13380
17,C3A2 EEG,19,0.2041777,0.6819535,30,5,0.9,26427,37,13361.5,0.2,5395.804,0.4032738,2731.897,18021.98,1.346935,9124.537,13380
17,C3A2 EEG,19.2,0.1935244,0.6463715,30,5,0.9,26427,37,13361.5,0.2,5114.27,0.3822324,2589.357,17081.66,1.276656,8648.451,13380
17,C3A2 EEG,19.4,0.1854198,0.619302,30,5,0.9,26427,37,13361.5,0.2,4900.088,0.3662248,2480.917,16366.3,1.223191,8286.261,13380
17,C3A2 EEG,19.6,0.181157,0.6050645,30,5,0.9,26427,37,13361.5,0.2,4787.437,0.3578054,2423.881,15990.04,1.19507,8095.763,13380
17,C3A2 EEG,19.8,0.175052,0.5846738,30,5,0.9,26427,37,13361.5,0.2,4626.1,0.3457474,2342.196,15451.17,1.154796,7822.935,13380
17,C3A2 EEG,20,0.1705686,0.569699,30,5,0.9,26427,37,13361.5,0.2,4507.615,0.336892,2282.207,15055.43,1.125219,7622.572,13380
17,C3A2 EEG,20.2,0.1703922,0.5691099,30,5,0.9,26427,37,13361.5,0.2,4502.954,0.3365437,2279.847,15039.87,1.124056,7614.69,13380
17,C3A2 EEG,20.4,0.1658893,0.5540704,30,5,0.9,26427,37,13361.5,0.2,4383.957,0.32765,2219.599,14642.42,1.094351,7413.462,13380
17,C3A2 EEG,20.6,0.1617734,0.5403231,30,5,0.9,26427,37,13361.5,0.2,4275.185,0.3195206,2164.528,14279.12,1.067199,7229.523,13380
17,C3A2 EEG,20.8,0.1561109,0.5214104,30,5,0.9,26427,37,13361.5,0.2,4125.543,0.3083365,2088.764,13779.31,1.029844,6976.472,13380
17,C3A2 EEG,21,0.1519963,0.5076677,30,5,0.9,26427,37,13361.5,0.2,4016.807,0.3002098,2033.711,13416.13,1.002701,6792.594,13380
17,C3A2 EEG,21.2,0.1489909,0.4976296,30,5,0.9,26427,37,13361.5,0.2,3937.383,0.2942738,1993.498,13150.86,0.9828743,6658.285,13380
17,C3A2 EEG,21.4,0.1461817,0.488247,30,5,0.9,26427,37,13361.5,0.2,3863.145,0.2887253,1955.912,12902.9,0.9643426,6532.745,13380
17,C3A2 EEG,21.6,0.1443927,0.4822716,30,5,0.9,26427,37,13361.5,0.2,3815.866,0.2851918,1931.974,12744.99,0.9525405,6452.794,13380
17,C3A2 EEG,21.8,0.1365112,0.4559473,30,5,0.9,26427,37,13361.5,0.2,3607.581,0.2696249,1826.519,12049.32,0.900547,6100.575,13380
17,C3A2 EEG,22,0.1371541,0.4580946,30,5,0.9,26427,37,13361.5,0.2,3624.571,0.2708947,1835.122,12106.07,0.9047882,6129.306,13380
17,C3A2 EEG,22.2,0.136553,0.456087,30,5,0.9,26427,37,13361.5,0.2,3608.686,0.2697075,1827.079,12053.01,0.9008229,6102.444,13380
17,C3A2 EEG,22.4,0.1295882,0.4328247,30,5,0.9,26427,37,13361.5,0.2,3424.628,0.2559513,1733.89,11438.26,0.8548773,5791.194,13380
17,C3A2 EEG,22.6,0.125599,0.4195008,30,5,0.9,26427,37,13361.5,0.2,3319.206,0.2480722,1680.515,11086.15,0.8285611,5612.921,13380
17,C3A2 EEG,22.8,0.1177591,0.3933153,30,5,0.9,26427,37,13361.5,0.2,3112.019,0.2325873,1575.616,10394.14,0.7768417,5262.558,13380
17,C3A2 EEG,23,0.1138857,0.3803782,30,5,0.9,26427,37,13361.5,0.2,3009.657,0.224937,1523.79,10052.25,0.7512895,5089.46,13380
17,C3A2 EEG,23.2,0.1142882,0.3817225,30,5,0.9,26427,37,13361.5,0.2,3020.294,0.225732,1529.176,10087.78,0.7539447,5107.447,13380
17,C3A2 EEG,23.4,0.1127389,0.376548,30,5,0.9,26427,37,13361.5,0.2,2979.352,0.222672,1508.447,9951.034,0.7437245,5038.212,13380
17,C3A2 EEG,23.6,0.1073897,0.3586817,30,5,0.9,26427,37,13361.5,0.2,2837.988,0.2121067,1436.874,9478.88,0.7084365,4799.161,13380
17,C3A2 EEG,23.8,0.1020382,0.3408075,30,5,0.9,26427,37,13361.5,0.2,2696.563,0.2015368,1365.271,9006.519,0.673133,4560.004,13380
17,C3A2 EEG,24,0.09668861,0.32294,30,5,0.9,26427,37,13361.5,0.2,2555.19,0.1909708,1293.694,8534.334,0.6378426,4320.937,13380
17,C3A2 EEG,24.2,0.09574818,0.3197989,30,5,0.9,26427,37,13361.5,0.2,2530.337,0.1891134,1281.111,8451.326,0.6316387,4278.909,13380
17,C3A2 EEG,24.4,0.09517732,0.3178923,30,5,0.9,26427,37,13361.5,0.2,2515.251,0.1879859,1273.473,8400.939,0.6278728,4253.398,13380
17,C3A2 EEG,24.6,0.09115319,0.3044516,30,5,0.9,26427,37,13361.5,0.2,2408.905,0.1800378,1219.63,8045.743,0.6013261,4073.563,13380
17,C3A2 EEG,24.8,0.08959725,0.2992548,30,5,0.9,26427,37,13361.5,0.2,2367.787,0.1769646,1198.811,7908.407,0.5910618,4004.03,13380
17,C3A2 EEG,25,0.08770056,0.2929199,30,5,0.9,26427,37,13361.5,0.2,2317.663,0.1732184,1173.434,7740.994,0.5785496,3919.268,13380
17,C3A2 EEG,25.2,0.08586086,0.2867753,30,5,0.9,26427,37,13361.5,0.2,2269.045,0.1695848,1148.818,7578.61,0.5664133,3837.053,13380
17,C3A2 EEG,25.4,0.08081981,0.2699382,30,5,0.9,26427,37,13361.5,0.2,2135.825,0.1596282,1081.369,7133.656,0.5331582,3611.773,13380
17,C3A2 EEG,25.6,0.08133439,0.2716569,30,5,0.9,26427,37,13361.5,0.2,2149.424,0.1606445,1088.254,7179.076,0.5365528,3634.769,13380
17,C3A2 EEG,25.8,0.08178137,0.2731498,30,5,0.9,26427,37,13361.5,0.2,2161.236,0.1615274,1094.235,7218.529,0.5395014,3654.744,13380
17,C3A2 EEG,26,0.07752858,0.2589455,30,5,0.9,26427,37,13361.5,0.2,2048.848,0.1531276,1037.332,6843.152,0.5114463,3464.69,13380
17,C3A2 EEG,26.2,0.07526669,0.2513907,30,5,0.9,26427,37,13361.5,0.2,1989.073,0.1486601,1007.068,6643.503,0.4965249,3363.608,13380
17,C3A2 EEG,26.4,0.07234798,0.2416423,30,5,0.9,26427,37,13361.5,0.2,1911.94,0.1428954,968.016,6385.88,0.4772706,3233.173,13380
17,C3A2 EEG,26.6,0.07025177,0.2346409,30,5,0.9,26427,37,13361.5,0.2,1856.544,0.1387551,939.9687,6200.855,0.4634421,3139.495,13380
17,C3A2 EEG,26.8,0.06812942,0.2275523,30,5,0.9,26427,37,13361.5,0.2,1800.456,0.1345632,911.5716,6013.524,0.4494412,3044.649,13380
17,C3A2 EEG,27,0.06758338,0.2257285,30,5,0.9,26427,37,13361.5,0.2,1786.026,0.1334848,904.2656,5965.327,0.4458391,3020.247,13380
17,C3A2 EEG,27.2,0.06644505,0.2219265,30,5,0.9,26427,37,13361.5,0.2,1755.943,0.1312364,889.0347,5864.85,0.4383296,2969.376,13380
17,C3A2 EEG,27.4,0.06502109,0.2171704,30,5,0.9,26427,37,13361.5,0.2,1718.312,0.1284239,869.9821,5739.163,0.4289359,2905.74,13380
17,C3A2 EEG,27.6,0.06208263,0.207356,30,5,0.9,26427,37,13361.5,0.2,1640.658,0.1226202,830.6656,5479.796,0.4095513,2774.423,13380
17,C3A2 EEG,27.8,0.06070459,0.2027533,30,5,0.9,26427,37,13361.5,0.2,1604.24,0.1198984,812.2274,5358.162,0.4004605,2712.839,13380
17,C3A2 EEG,28,0.0605522,0.2022443,30,5,0.9,26427,37,13361.5,0.2,1600.213,0.1195974,810.1884,5344.711,0.3994552,2706.029,13380
17,C3A2 EEG,28.2,0.06045984,0.2019359,30,5,0.9,26427,37,13361.5,0.2,1597.772,0.119415,808.9526,5336.559,0.398846,2701.902,13380
17,C3A2 EEG,28.4,0.05855465,0.1955725,30,5,0.9,26427,37,13361.5,0.2,1547.424,0.115652,783.4612,5168.395,0.3862777,2616.761,13380
17,C3A2 EEG,28.6,0.05694122,0.1901837,30,5,0.9,26427,37,13361.5,0.2,1504.786,0.1124653,761.8736,5025.984,0.3756341,2544.658,13380
17,C3A2 EEG,28.8,0.05572965,0.186137,30,5,0.9,26427,37,13361.5,0.2,1472.767,0.1100723,745.6627,4919.043,0.3676415,2490.513,13380
17,C3A2 EEG,29,0.05441671,0.1817518,30,5,0.9,26427,37,13361.5,0.2,1438.07,0.1074791,728.0956,4803.155,0.3589802,2431.839,13380
17,C3A2 EEG,29.2,0.05321009,0.1777217,30,5,0.9,26427,37,13361.5,0.2,1406.183,0.1050959,711.951,4696.651,0.3510203,2377.916,13380
17,C3A2 EEG,29.4,0.05273691,0.1761413,30,5,0.9,26427,37,13361.5,0.2,1393.678,0.1041613,705.6199,4654.886,0.3478988,2356.77,13380
17,C3A2 EEG,29.6,0.05096734,0.1702309,30,5,0.9,26427,37,13361.5,0.2,1346.914,0.1006662,681.943,4498.693,0.3362252,2277.69,13380
17,C3A2 EEG,29.8,0.0514115,0.1717144,30,5,0.9,26427,37,13361.5,0.2,1358.652,0.1015435,687.8859,4537.897,0.3391552,2297.539,13380
17,C3A2 EEG,30,0.05067252,0.1692462,30,5,0.9,26427,37,13361.5,0.2,1339.123,0.1000839,677.9984,4472.67,0.3342803,2264.514,13380
17,C4A1 EEG,0.6,59.61751,199.1225,30,5,0.9,26427,37,13361.5,0.2,1575512,117.7513,797682.3,5262210,393.2893,2664259,13380
17,C4A1 EEG,0.8,63.4745,212.0048,30,5,0.9,26427,37,13361.5,0.2,1677441,125.3693,849288.8,5602652,418.7333,2836625,13380
17,C4A1 EEG,1,57.57414,192.2976,30,5,0.9,26427,37,13361.5,0.2,1521512,113.7154,770342,5081850,379.8094,2572942,13380
17,C4A1 EEG,1.2,48.5683,162.2181,30,5,0.9,26427,37,13361.5,0.2,1283514,95.92783,649843.8,4286938,320.399,2170478,13380
17,C4A1 EEG,1.4,42.73304,142.7283,30,5,0.9,26427,37,13361.5,0.2,1129306,84.40254,571768,3771882,281.9045,1909705,13380
17,C4A1 EEG,1.6,36.73615,122.6987,30,5,0.9,26427,37,13361.5,0.2,970826.2,72.55801,491529.7,3242559,242.3438,1641709,13380
17,C4A1 EEG,1.8,32.78171,109.4909,30,5,0.9,26427,37,13361.5,0.2,866322.2,64.74755,438619.2,2893516,216.2568,1464988,13380
17,C4A1 EEG,2,30.13799,100.6609,30,5,0.9,26427,37,13361.5,0.2,796456.6,59.52591,403246.3,2660165,198.8165,1346843,13380
17,C4A1 EEG,2.2,28.02084,93.58961,30,5,0.9,26427,37,13361.5,0.2,740506.7,55.3443,374918.8,2473293,184.85,1252229,13380
17,C4A1 EEG,2.4,25.41948,84.90105,30,5,0.9,26427,37,13361.5,0.2,671760.5,50.20632,340112.6,2243680,167.6891,1135976,13380
17,C4A1 EEG,2.6,22.46401,75.0298,30,5,0.9,26427,37,13361.5,0.2,593656.5,44.36894,300568.5,1982813,148.1923,1003899,13380
17,C4A1 EEG,2.8,19.64422,65.61169,30,5,0.9,26427,37,13361.5,0.2,519137.8,38.79954,262839.7,1733920,129.5905,877884.5,13380
17,C4A1 EEG,3,17.04774,56.93944,30,5,0.9,26427,37,13361.5,0.2,450520.5,33.67119,228098.7,1504739,112.4618,761849.7,13380
17,C4A1 EEG,3.2,14.87049,49.66745,30,5,0.9,26427,37,13361.5,0.2,392982.6,29.37089,198967.2,1312562,98.09879,664550.5,13380
17,C4A1 EEG,3.4,13.27459,44.33714,30,5,0.9,26427,37,13361.5,0.2,350807.6,26.21881,177614,1171697,87.57081,593230.9,13380
17,C4A1 EEG,3.6,11.8868,39.70193,30,5,0.9,26427,37,13361.5,0.2,314132.6,23.47777,159045.4,1049203,78.41576,531211.8,13380
17,C4A1 EEG,3.8,10.64013,35.53802,30,5,0.9,26427,37,13361.5,0.2,281186.6,21.01544,142364.9,939163.3,70.19158,475498.7,13380
17,C4A1 EEG,4,9.530858,31.83307,30,5,0.9,26427,37,13361.5,0.2,251872,18.82451,127522.9,841252.4,62.87387,425926.4,13380
17,C4A1 EEG,4.2,8.240682,27.52388,30,5,0.9,26427,37,13361.5,0.2,217776.5,16.27627,110260.3,727373.5,54.36275,368269.5,13380
17,C4A1 EEG,4.4,7.294794,24.36461,30,5,0.9,26427,37,13361.5,0.2,192779.5,14.40804,97604.34,643883.6,48.12284,325998.5,13380
17,C4A1 EEG,4.6,6.592271,22.01819,30,5,0.9,26427,37,13361.5,0.2,174214,13.02047,88204.59,581874.6,43.48839,294603.3,13380
17,C4A1 EEG,4.8,6.002372,20.04792,30,5,0.9,26427,37,13361.5,0.2,158624.7,11.85536,80311.73,529806.4,39.59689,268241.2,13380
17,C4A1 EEG,5,5.595197,18.68796,30,5,0.9,26427,37,13361.5,0.2,147864.3,11.05114,74863.73,493866.6,36.91081,250044.9,13380
17,C4A1 EEG,5.2,5.14682,17.19038,30,5,0.9,26427,37,13361.5,0.2,136015,10.16555,68864.45,454290.1,33.95292,230007.3,13380
17,C4A1 EEG,5.4,4.803478,16.04362,30,5,0.9,26427,37,13361.5,0.2,126941.5,9.487408,64270.54,423984.7,31.68794,214663.6,13380
17,C4A1 EEG,5.6,4.528262,15.1244,30,5,0.9,26427,37,13361.5,0.2,119668.4,8.943826,60588.15,399692.4,29.87238,202364.4,13380
17,C4A1 EEG,5.8,4.206305,14.04906,30,5,0.9,26427,37,13361.5,0.2,111160,8.307925,56280.37,371274.5,27.74847,187976.4,13380
17,C4A1 EEG,6,4.048382,13.5216,30,5,0.9,26427,37,13361.5,0.2,106986.6,7.996008,54167.35,357335.2,26.70667,180918.9,13380
17,C4A1 EEG,6.2,3.922724,13.1019,30,5,0.9,26427,37,13361.5,0.2,103665.8,7.74782,52486.05,346243.9,25.87772,175303.4,13380
17,C4A1 EEG,6.4,3.553173,11.8676,30,5,0.9,26427,37,13361.5,0.2,93899.71,7.017916,47541.46,313625,23.43984,158788.5,13380
17,C4A1 EEG,6.6,3.336947,11.1454,30,5,0.9,26427,37,13361.5,0.2,88185.49,6.590844,44648.35,294539.5,22.01342,149125.5,13380
17,C4A1 EEG,6.8,3.170516,10.58952,30,5,0.9,26427,37,13361.5,0.2,83787.24,6.262125,42421.51,279849.4,20.9155,141687.8,13380
17,C4A1 EEG,7,2.951806,9.859034,30,5,0.9,26427,37,13361.5,0.2,78007.39,5.830149,39495.17,260544.7,19.4727,131913.9,13380
17,C4A1 EEG,7.2,2.814872,9.401672,30,5,0.9,26427,37,13361.5,0.2,74388.62,5.559687,37662.98,248458,18.56936,125794.4,13380
17,C4A1 EEG,7.4,2.734869,9.134463,30,5,0.9,26427,37,13361.5,0.2,72274.39,5.401673,36592.55,241396.5,18.04159,122219.1,13380
17,C4A1 EEG,7.6,2.600436,8.685457,30,5,0.9,26427,37,13361.5,0.2,68721.73,5.136153,34793.84,229530.6,17.15475,116211.4,13380
17,C4A1 EEG,7.8,2.498942,8.346466,30,5,0.9,26427,37,13361.5,0.2,66039.54,4.93569,33435.84,220572,16.48521,111675.7,13380
17,C4A1 EEG,8,2.396841,8.005449,30,5,0.9,26427,37,13361.5,0.2,63341.32,4.73403,32069.73,211560,15.81166,107112.9,13380
17,C4A1 EEG,8.2,2.251128,7.518768,30,5,0.9,26427,37,13361.5,0.2,59490.56,4.44623,30120.09,198698.5,14.85041,100601.1,13380
17,C4A1 EEG,8.4,2.179879,7.280796,30,5,0.9,26427,37,13361.5,0.2,57607.67,4.305506,29166.78,192409.6,14.38039,97417.05,13380
17,C4A1 EEG,8.6,2.082012,6.953919,30,5,0.9,26427,37,13361.5,0.2,55021.33,4.112207,27857.32,183771.2,13.73477,93043.44,13380
17,C4A1 EEG,8.8,1.974685,6.595447,30,5,0.9,26427,37,13361.5,0.2,52184.99,3.900223,26421.28,174297.9,13.02675,88247.08,13380
17,C4A1 EEG,9,1.896542,6.334452,30,5,0.9,26427,37,13361.5,0.2,50119.93,3.745884,25375.74,167400.6,12.51125,84754.97,13380
17,C4A1 EEG,9.2,1.842286,6.153235,30,5,0.9,26427,37,13361.5,0.2,48686.09,3.638722,24649.79,162611.6,12.15333,82330.29,13380
17,C4A1 EEG,9.4,1.802594,6.020663,30,5,0.9,26427,37,13361.5,0.2,47637.15,3.560325,24118.7,159108.1,11.89148,80556.47,13380
17,C4A1 EEG,9.6,1.771123,5.91555,30,5,0.9,26427,37,13361.5,0.2,46805.46,3.498166,23697.62,156330.2,11.68387,79150.06,13380
17,C4A1 EEG,9.8,1.704596,5.69335,30,5,0.9,26427,37,13361.5,0.2,45047.35,3.366768,22807.49,150458.2,11.245,76177.02,13380
17,C4A1 EEG,10,1.627863,5.437064,30,5,0.9,26427,37,13361.5,0.2,43019.55,3.215213,21780.81,143685.3,10.73881,72747.92,13380
17,C4A1 EEG,10.2,1.56912,5.24086,30,5,0.9,26427,37,13361.5,0.2,41467.13,3.099188,20994.82,138500.2,10.35129,70122.71,13380
17,C4A1 EEG,10.4,1.486921,4.966317,30,5,0.9,26427,37,13361.5,0.2,39294.87,2.936836,19895.01,131244.9,9.809033,66449.32,13380
17,C4A1 EEG,10.6,1.428267,4.770413,30,5,0.9,26427,37,13361.5,0.2,37744.82,2.820988,19110.22,126067.7,9.4221,63828.12,13380
17,C4A1 EEG,10.8,1.366441,4.563912,30,5,0.9,26427,37,13361.5,0.2,36110.93,2.698874,18282.98,120610.5,9.014238,61065.14,13380
17,C4A1 EEG,11,1.382726,4.618306,30,5,0.9,26427,37,13361.5,0.2,36541.31,2.731039,18500.88,122048,9.121671,61792.93,13380
17,C4A1 EEG,11.2,1.34094,4.478738,30,5,0.9,26427,37,13361.5,0.2,35437.01,2.648506,17941.77,118359.6,8.84601,59925.52,13380
17,C4A1 EEG,11.4,1.241098,4.145266,30,5,0.9,26427,37,13361.5,0.2,32798.49,2.451307,16605.89,109546.9,8.187365,55463.66,13380
17,C4A1 EEG,11.6,1.188109,3.968283,30,5,0.9,26427,37,13361.5,0.2,31398.15,2.346648,15896.89,104869.8,7.837803,53095.62,13380
17,C4A1 EEG,11.8,1.149361,3.838866,30,5,0.9,26427,37,13361.5,0.2,30374.16,2.270117,15378.45,101449.7,7.58219,51364.02,13380
17,C4A1 EEG,12,1.080712,3.609579,30,5,0.9,26427,37,13361.5,0.2,28559.99,2.134528,14459.93,95390.35,7.129324,48296.17,13380
17,C4A1 EEG,12.2,1.031505,3.445227,30,5,0.9,26427,37,13361.5,0.2,27259.59,2.037338,13801.54,91047.03,6.80471,46097.14,13380
17,C4A1 EEG,12.4,0.9954684,3.324865,30,5,0.9,26427,37,13361.5,0.2,26307.24,1.966162,13319.37,87866.2,6.56698,44486.69,13380
17,C4A1 EEG,12.6,0.9542855,3.187313,30,5,0.9,26427,37,13361.5,0.2,25218.9,1.884821,12768.34,84231.13,6.295301,42646.25,13380
17,C4A1 EEG,12.8,0.9266211,3.094915,30,5,0.9,26427,37,13361.5,0.2,24487.82,1.830181,12398.19,81789.31,6.112803,41409.96,13380
17,C4A1 EEG,13,0.970225,3.240552,30,5,0.9,26427,37,13361.5,0.2,25640.14,1.916303,12981.61,85638.06,6.400453,43358.58,13380
17,C4A1 EEG,13.2,1.044902,3.489971,30,5,0.9,26427,37,13361.5,0.2,27613.61,2.063798,13980.78,92229.47,6.893084,46695.81,13380
17,C4A1 EEG,13.4,1.155998,3.861034,30,5,0.9,26427,37,13361.5,0.2,30549.56,2.283226,15467.25,102035.5,7.625975,51660.63,13380
17,C4A1 EEG,13.6,1.278483,4.270135,30,5,0.9,26427,37,13361.5,0.2,33786.48,2.525148,17106.11,112846.8,8.433994,57134.4,13380
17,C4A1 EEG,13.8,1.372969,4.585715,30,5,0.9,26427,37,13361.5,0.2,36283.44,2.711767,18370.32,121186.7,9.057302,61356.87,13380
17,C4A1 EEG,14,1.402102,4.683022,30,5,0.9,26427,37,13361.5,0.2,37053.36,2.76931,18760.13,123758.2,9.249494,62658.84,13380
17,C4A1 EEG,14.2,1.339783,4.474875,30,5,0.9,26427,37,13361.5,0.2,35406.44,2.646222,17926.3,118257.5,8.83838,59873.83,13380
17,C4A1 EEG,14.4,1.234178,4.122155,30,5,0.9,26427,37,13361.5,0.2,32615.63,2.43764,16513.3,108936.2,8.141718,55154.43,13380
17,C4A1 EEG,14.6,1.086032,3.627347,30,5,0.9,26427,37,13361.5,0.2,28700.57,2.145035,14531.11,95859.89,7.164416,48533.9,13380
17,C4A1 EEG,14.8,0.9363288,3.127338,30,5,0.9,26427,37,13361.5,0.2,24744.36,1.849354,12528.08,82646.16,6.176843,41843.78,13380
17,C4A1 EEG,15,0.8259395,2.758638,30,5,0.9,26427,37,13361.5,0.2,21827.1,1.631323,11051.07,72902.52,5.448619,36910.57,13380
17,C4A1 EEG,15.2,0.7196476,2.403623,30,5,0.9,26427,37,13361.5,0.2,19018.13,1.421385,9628.885,63520.55,4.747425,32160.48,13380
17,C4A1 EEG,15.4,0.6394012,2.1356,30,5,0.9,26427,37,13361.5,0.2,16897.46,1.262889,8555.189,56437.51,4.21805,28574.33,13380
17,C4A1 EEG,15.6,0.5598147,1.869781,30,5,0.9,26427,37,13361.5,0.2,14794.22,1.105697,7490.321,49412.71,3.693028,25017.67,13380
17,C4A1 EEG,15.8,0.4995126,1.668372,30,5,0.9,26427,37,13361.5,0.2,13200.62,0.9865933,6683.478,44090.06,3.295222,22322.82,13380
17,C4A1 EEG,16,0.4497832,1.502276,30,5,0.9,26427,37,13361.5,0.2,11886.42,0.8883723,6018.099,39700.65,2.967163,20100.45,13380
17,C4A1 EEG,16.2,0.4160001,1.38944,30,5,0.9,26427,37,13361.5,0.2,10993.64,0.8216469,5566.082,36718.74,2.744301,18590.71,13380
17,C4A1 EEG,16.4,0.3853449,1.287052,30,5,0.9,26427,37,13361.5,0.2,10183.51,0.7610993,5155.914,34012.92,2.542072,17220.75,13380
17,C4A1 EEG,16.6,0.3614535,1.207255,30,5,0.9,26427,37,13361.5,0.2,9552.132,0.7139112,4836.248,31904.12,2.384464,16153.07,13380
17,C4A1 EEG,16.8,0.3422297,1.143047,30,5,0.9,26427,37,13361.5,0.2,9044.104,0.675942,4579.033,30207.31,2.257646,15293.97,13380
17,C4A1 EEG,17,0.3247735,1.084743,30,5,0.9,26427,37,13361.5,0.2,8582.789,0.6414641,4345.469,28666.52,2.14249,14513.87,13380
17,C4A1 EEG,17.2,0.3071351,1.025831,30,5,0.9,26427,37,13361.5,0.2,8116.66,0.6066263,4109.468,27109.65,2.026132,13725.62,13380
17,C4A1 EEG,17.4,0.2896118,0.9673034,30,5,0.9,26427,37,13361.5,0.2,7653.571,0.5720158,3875.006,25562.93,1.910533,12942.52,13380
17,C4A1 EEG,17.6,0.2720318,0.9085863,30,5,0.9,26427,37,13361.5,0.2,7188.985,0.5372933,3639.786,24011.21,1.79456,12156.88,13380
17,C4A1 EEG,17.8,0.2576907,0.860687,30,5,0.9,26427,37,13361.5,0.2,6809.993,0.5089681,3447.902,22745.38,1.699953,11515.99,13380
17,C4A1 EEG,18,0.2545462,0.8501844,30,5,0.9,26427,37,13361.5,0.2,6726.893,0.5027573,3405.828,22467.82,1.679209,11375.47,13380
17,C4A1 EEG,18.2,0.2463912,0.8229467,30,5,0.9,26427,37,13361.5,0.2,6511.381,0.4866503,3296.715,21748.01,1.625412,11011.03,13380
17,C4A1 EEG,18.4,0.235865,0.7877892,30,5,0.9,26427,37,13361.5,0.2,6233.205,0.4658599,3155.874,20818.9,1.555972,10540.62,13380
17,C4A1 EEG,18.6,0.2280739,0.7617668,30,5,0.9,26427,37,13361.5,0.2,6027.309,0.4504715,3051.629,20131.21,1.504575,10192.44,13380
17,C4A1 EEG,18.8,0.2222729,0.7423914,30,5,0.9,26427,37,13361.5,0.2,5874.005,0.4390139,2974.011,19619.18,1.466306,9933.197,13380
17,C4A1 EEG,19,0.2136157,0.7134765,30,5,0.9,26427,37,13361.5,0.2,5645.223,0.421915,2858.179,18855.04,1.409196,9546.316,13380
17,C4A1 EEG,19.2,0.2053325,0.6858104,30,5,0.9,26427,37,13361.5,0.2,5426.321,0.4055546,2747.348,18123.91,1.354552,9176.143,13380
17,C4A1 EEG,19.4,0.2001329,0.6684438,30,5,0.9,26427,37,13361.5,0.2,5288.911,0.3952849,2677.778,17664.96,1.320251,8943.778,13380
17,C4A1 EEG,19.6,0.1947571,0.6504887,30,5,0.9,26427,37,13361.5,0.2,5146.845,0.3846671,2605.85,17190.46,1.284788,8703.538,13380
17,C4A1 EEG,19.8,0.1871726,0.6251564,30,5,0.9,26427,37,13361.5,0.2,4946.41,0.3696868,2504.369,16521.01,1.234754,8364.593,13380
17,C4A1 EEG,20,0.1864328,0.6226854,30,5,0.9,26427,37,13361.5,0.2,4926.859,0.3682256,2494.47,16455.71,1.229874,8331.531,13380
17,C4A1 EEG,20.2,0.1849389,0.6176959,30,5,0.9,26427,37,13361.5,0.2,4887.38,0.365275,2474.482,16323.85,1.220019,8264.771,13380
17,C4A1 EEG,20.4,0.1797661,0.6004187,30,5,0.9,26427,37,13361.5,0.2,4750.678,0.3550581,2405.27,15867.26,1.185894,8033.602,13380
17,C4A1 EEG,20.6,0.1776439,0.5933307,30,5,0.9,26427,37,13361.5,0.2,4694.596,0.3508667,2376.876,15679.95,1.171895,7938.765,13380
17,C4A1 EEG,20.8,0.1691134,0.5648389,30,5,0.9,26427,37,13361.5,0.2,4469.161,0.334018,2262.738,14927,1.11562,7557.544,13380
