datasetnum,channel,count,density_per_epoch,mean_duration_seconds,mean_amplitude_peak2trough_potential,mean_slope_to_trough_min_potential_per_second,mean_slope_zerocrossing_to_trough_potential_per_second,mean_slope_trough_to_up_max_potential_per_second,mean_slope_trough_to_zerocrossing_potential_per_second,mean_frequency_by_duration,mean_frequency_by_trough_to_peak_latency,epoch_length_seconds,lengths_ROI_seconds,used_meanNegPeak_potential,used_meanP2T_potential,mean_SD_of_filtered_signal,mean_negative_peak_potential,mean_positive_peak_potential
40,C3A2 EEG,496,1.053079,1.233407,116.0127,-521.6271,-289.3891,520.095,272.6483,0.810762,0.818671,30,14130,-36.71075,69.71307,34.41183,-61.82997,54.18274
40,C4A1 EEG,473,1.004246,1.241607,127.3244,-580.8135,-328.7108,560.3869,305.3627,0.805408,0.825797,30,14130,-39.87116,74.91657,37.49673,-69.57322,57.75115
41,C3A2 EEG,812,1.540797,1.350603,126.0105,-539.084,-288.5912,535.4375,285.0795,0.74041,0.754058,30,15810,-39.35226,74.42411,37.33101,-69.10689,56.90356
41,C4A1 EEG,767,1.455408,1.312673,119.4643,-521.4638,-287.9632,510.4129,264.8395,0.761804,0.766142,30,15810,-37.19971,70.79084,35.43893,-65.16211,54.30223
42,C3A2 EEG,1046,1.857904,1.164665,163.1812,-681.7201,-360.6272,785.0994,443.7285,0.858616,0.957858,30,16890,-50.39258,95.76431,49.51752,-87.82739,75.35378
42,C4A1 EEG,1155,2.05151,1.303662,174.9696,-669.1553,-344.5866,775.3123,411.5949,0.76707,0.851469,30,16890,-53.75165,102.7822,52.56207,-91.88879,83.08086
43,C3A2 EEG,797,2.183562,1.201016,191.5633,-743.5835,-414.7583,807.7341,465.9843,0.832628,0.910982,30,10950,-57.60981,109.1306,59.33571,-103.074,88.48935
43,C4A1 EEG,812,2.224658,1.211047,198.1293,-749.2979,-413.6301,829.2316,499.3633,0.825732,0.963775,30,10950,-59.05056,110.5996,61.67421,-107.496,90.63335
44,C3A2 EEG,533,1.026975,1.111839,161.1679,-655.4468,-348.6831,828.9244,484.7421,0.899411,1.097792,30,15570,-46.14018,88.1497,48.79979,-85.2532,75.91467
44,C4A1 EEG,541,1.042389,1.115786,157.516,-664.7109,-370.501,787.8654,468.4242,0.89623,1.079883,30,15570,-46.58687,87.62155,47.56767,-85.29579,72.22017
45,C3A2 EEG,911,1.659381,1.212108,175.5753,-711.4849,-389.8714,813.9118,472.6202,0.825009,0.94555,30,16470,-52.52346,99.0031,52.78623,-94.63798,80.93732
45,C4A1 EEG,934,1.701275,1.2156,168.1167,-689.8081,-366.2177,778.1179,453.4834,0.822639,0.943758,30,16470,-50.86042,95.16422,50.50181,-91.20494,76.91181
46,C3A2 EEG,502,1.098468,1.338526,98.24417,-390.7277,-195.6568,449.203,220.8358,0.747091,0.774787,30,13710,-31.53455,60.77473,28.96945,-50.64023,47.60394
46,C4A1 EEG,341,0.746171,1.213343,98.34694,-424.3989,-221.1351,460.132,251.7903,0.824169,0.859462,30,13710,-30.9368,58.89279,29.39202,-52.82619,45.52074
47,C3A2 EEG,886,1.287791,1.341907,100.087,-401.2803,-216.8308,434.2534,222.4792,0.745208,0.761443,30,20640,-32.51245,62.10909,29.50205,-53.87091,46.21612
47,C4A1 EEG,903,1.3125,1.369723,101.1101,-394.1563,-208.9745,424.5997,210.3274,0.730075,0.740103,30,20640,-32.77314,62.6907,29.95179,-53.25684,47.85326
48,C3A2 EEG,656,1.003058,1.243293,113.5133,-463.0626,-247.2136,529.3065,291.8729,0.804316,0.879805,30,19620,-33.73928,63.8084,34.11901,-60.98056,52.53269
48,C4A1 EEG,680,1.039755,1.210206,112.6806,-496.716,-273.0003,538.3328,298.2213,0.826306,0.885025,30,19620,-35.08842,65.81735,33.58081,-61.27387,51.4067
49,C3A2 EEG,610,1.425234,1.326541,99.79898,-405.1299,-215.8713,432.9167,217.3239,0.75384,0.77223,30,12840,-33.79406,64.69401,29.62318,-52.38253,47.41645
49,C4A1 EEG,594,1.38785,1.292643,110.4013,-461.2996,-250.8873,486.9379,257.2576,0.773609,0.799333,30,12840,-36.88062,69.57671,32.64474,-59.72914,50.67217
50,C3A2 EEG,847,1.366129,1.135856,151.2142,-626.8351,-348.6719,718.0396,411.5519,0.880393,0.981255,30,18600,-44.54607,84.50355,45.95464,-80.77079,70.44344
50,C4A1 EEG,888,1.432258,1.155124,159.4607,-645.0027,-343.7157,746.4937,436.1096,0.865708,0.99791,30,18600,-46.7461,88.97754,48.44758,-84.75107,74.70959
51,C3A2 EEG,633,1.167897,1.363191,118.5459,-470.4161,-254.9937,494.1682,272.9094,0.733573,0.794268,30,16260,-34.69503,65.2543,35.57632,-64.43011,54.11576
51,C4A1 EEG,657,1.212177,1.369026,120.4884,-470.4098,-248.8143,504.769,271.0583,0.730446,0.806313,30,16260,-35.35409,66.98564,35.91091,-64.60353,55.88486
52,C3A2 EEG,912,1.652174,1.192259,162.788,-678.7987,-365.843,808.825,477.2013,0.838744,1.008091,30,16560,-49.23617,91.51007,48.4438,-89.55834,73.22965
52,C4A1 EEG,964,1.746377,1.232562,164.0699,-690.1717,-378.3525,786.9491,463.1167,0.811318,0.931077,30,16560,-50.38767,94.03024,48.96277,-91.52748,72.54242
53,C3A2 EEG,997,1.254088,1.319699,103.1456,-498.3529,-292.6408,419.5593,210.3737,0.757748,0.704683,30,23850,-34.30628,63.73259,30.23587,-57.40758,45.73798
53,C4A1 EEG,1119,1.407547,1.334334,107.1068,-501.9633,-289.6849,432.3739,212.7168,0.749437,0.698423,30,23850,-35.5318,66.72405,31.37268,-58.22236,48.88445
54,C3A2 EEG,812,1.492647,1.242291,127.5828,-493.4941,-268.2347,583.1659,326.2234,0.804965,0.905502,30,16320,-38.53222,73.27457,38.45317,-67.53414,60.04868
54,C4A1 EEG,753,1.384191,1.229097,133.5701,-554.8223,-306.1366,601.2439,342.0348,0.813605,0.884156,30,16320,-40.69704,76.19202,40.32996,-72.94969,60.62041
55,C3A2 EEG,1030,1.862568,1.222631,169.7057,-663.7001,-357.6711,806.9476,450.8019,0.817908,0.920942,30,16590,-50.75227,97.29394,51.22486,-89.57028,80.13547
55,C4A1 EEG,1185,2.142857,1.273831,179.7117,-697.9337,-371.4962,800.5294,444.6586,0.785033,0.866418,30,16590,-55.07593,104.5453,54.16706,-96.26322,83.44848
56,C3A2 EEG,572,0.993056,1.276626,86.31108,-375.2598,-208.0714,372.0614,195.2928,0.783315,0.810015,30,17280,-29.01198,54.91069,25.59144,-45.8591,40.45198
56,C4A1 EEG,597,1.036458,1.268928,88.68268,-372.8146,-207.0826,386.3728,201.836,0.788067,0.81282,30,17280,-29.18267,55.45035,26.37895,-46.96794,41.71474
57,C3A2 EEG,1513,1.845122,1.183787,201.0177,-819.9682,-469.6662,884.4747,551.5232,0.844746,0.987766,30,24600,-55.38103,100.9596,61.45173,-112.6919,88.32584
57,C4A1 EEG,1488,1.814634,1.194375,199.4881,-817.8039,-463.3755,902.3729,558.9077,0.837258,0.985026,30,24600,-55.46889,100.8535,60.67742,-111.8436,87.64451
58,C3A2 EEG,824,1.648,1.220522,112.9918,-469.185,-255.5135,486.3624,257.182,0.819322,0.847789,30,15000,-36.73589,69.92702,33.96211,-59.33881,53.65302
58,C4A1 EEG,882,1.764,1.267982,119.9777,-492.4978,-260.1737,513.7856,264.6272,0.788655,0.8109,30,15000,-39.0975,75.09543,35.77886,-62.97765,57.00006
59,C3A2 EEG,1348,1.824087,1.246869,153.0022,-665.8342,-377.0531,670.4975,360.1462,0.802009,0.807012,30,22170,-48.65342,91.42603,45.46603,-82.86342,70.13881
59,C4A1 EEG,1185,1.603518,1.225654,139.5152,-608.436,-333.0805,628.3376,312.4826,0.815891,0.812078,30,22170,-44.31381,84.76683,41.66784,-72.80137,66.71381
60,C3A2 EEG,973,1.402017,1.441089,129.5843,-480.2469,-252.7909,507.4326,264.7579,0.693919,0.733719,30,20820,-40.33249,75.97867,39.21829,-70.10085,59.48343
60,C4A1 EEG,959,1.381844,1.441554,129.4987,-483.6468,-253.7441,493.7128,261.7519,0.693696,0.727055,30,20820,-39.66658,74.51374,39.14347,-69.77442,59.72428
61,C3A2 EEG,490,1.240506,1.304959,108.8127,-421.1316,-220.645,472.5706,254.3608,0.766307,0.844886,30,11850,-33.96966,64.47596,32.78672,-58.03955,50.77312
61,C4A1 EEG,532,1.346835,1.299248,112.6709,-432.5798,-231.8678,468.1165,257.0412,0.769676,0.810457,30,11850,-35.08597,66.42471,34.05135,-59.99331,52.67762
62,C3A2 EEG,577,1.090737,1.198839,119.4671,-473.612,-252.2311,552.6515,306.8201,0.83414,0.943273,30,15870,-37.06494,71.0691,35.657,-62.84202,56.62509
62,C4A1 EEG,515,0.973535,1.20565,120.388,-499.6405,-273.9909,567.8666,304.4418,0.829428,0.9292,30,15870,-37.54899,71.10115,35.92997,-63.86161,56.52644
63,C3A2 EEG,953,1.973085,1.279864,135.0242,-510.043,-276.5978,558.9007,295.39,0.781333,0.825466,30,14490,-43.43621,84.03351,40.92453,-69.99216,65.03204
63,C4A1 EEG,1014,2.099379,1.291963,142.3924,-548.0001,-293.3444,575.9689,301.961,0.774016,0.806503,30,14490,-46.0052,88.63336,43.07621,-73.83551,68.55689
64,C3A2 EEG,390,0.844156,1.224692,80.16416,-335.8074,-182.9874,361.3087,185.9162,0.816532,0.853765,30,13860,-27.13478,51.86733,23.70427,-41.9135,38.25065
64,C4A1 EEG,427,0.924242,1.219391,83.66233,-365.4467,-199.6506,385.7109,194.5075,0.820081,0.831743,30,13860,-28.32415,53.33904,24.85822,-44.62162,39.04071
65,C3A2 EEG,1300,2.040816,1.319738,159.1488,-608.9569,-320.4033,673.6271,356.871,0.757726,0.793292,30,19110,-48.88013,93.37222,47.81368,-83.31528,75.83354
65,C4A1 EEG,1267,1.989011,1.362976,148.7257,-581.1824,-304.2261,611.4762,306.779,0.733689,0.754104,30,19110,-45.96824,88.19575,44.32796,-77.92233,70.80335
66,C3A2 EEG,628,1.516908,1.364873,109.0765,-411.503,-223.2734,442.5912,205.1798,0.732669,0.729401,30,12420,-34.58179,68.30291,32.4843,-54.3132,54.7633
66,C4A1 EEG,566,1.36715,1.30818,100.5738,-403.9249,-219.2782,433.0536,209.1859,0.764421,0.772001,30,12420,-32.70357,63.54766,30.07567,-51.52616,49.04764
67,C3A2 EEG,661,1.176157,1.138351,135.4483,-649.9752,-359.2605,684.8842,372.3431,0.878464,0.911724,30,16860,-41.77896,79.98635,39.96858,-72.92961,62.51874
67,C4A1 EEG,646,1.149466,1.136022,142.6783,-671.5231,-371.4823,722.4604,404.0027,0.880265,0.934579,30,16860,-43.86646,83.10131,42.20516,-77.02558,65.65272
68,C3A2 EEG,1164,1.62117,1.311641,130.6548,-589.327,-330.2306,546.6669,290.596,0.762404,0.764442,30,21540,-41.33254,76.87626,38.7787,-72.07143,58.58335
68,C4A1 EEG,1252,1.743733,1.340687,135.136,-588.1271,-323.8336,558.8606,284.9374,0.745886,0.741495,30,21540,-42.40697,80.06093,40.14432,-73.08511,62.05084
69,C3A2 EEG,1480,2.179676,1.185128,147.5415,-642.4741,-369.3673,638.346,354.2973,0.84379,0.855966,30,20370,-48.09446,90.59951,44.43437,-79.77822,67.76332
69,C4A1 EEG,1351,1.989691,1.212169,139.9765,-618.8486,-351.7143,615.9319,329.7425,0.824968,0.823258,30,20370,-46.5771,87.49757,41.90824,-75.83538,64.14107
70,C3A2 EEG,1360,1.899441,1.239279,148.7196,-599.8496,-321.6126,673.9748,360.7819,0.806921,0.851202,30,21480,-45.24052,86.81299,45.09966,-78.8695,69.85005
70,C4A1 EEG,1267,1.769553,1.194601,165.5125,-686.4208,-375.8777,759.5234,426.8386,0.837099,0.927661,30,21480,-49.89759,94.64487,50.30494,-89.06649,76.44601
71,C3A2 EEG,262,0.565875,1.338206,218.719,-919.0781,-499.9003,984.1593,431.8161,0.747269,0.772269,30,13890,-45.07868,85.41668,64.62984,-113.3637,105.3553
