datasetnum,channel,count,density_per_epoch,mean_duration_seconds,mean_amplitude_trough2peak_potential,mean_frequency_by_mean_pk_trgh_cnt_per_dur,epoch_length_seconds,merged_count,lengths_ROI_seconds,used_threshold_basis,used_factor_for_threshold_basis_begin_end,used_factor_for_threshold_basis_criterion,used_min_detection_pass_or_cutoff_freq,used_max_detection_pass_or_cutoff_freq,used_center_freq,mean_SD_of_filtered_signal,mean_troughs_per_event,mean_peaks_per_event,mean_linear_regression_freq_slope,mean_linear_regression_freq_offset,mean_linear_regression_freq_R_squared
42,EEGC3,1075,1.470588,0.731237,19.45823,13.463642,30,0,21930,2.45164,1.5,1.5,13,15,14,5.60441,9.859535,9.830698,-0.167158,13.867166,0.417094
42,EEGC4,1165,1.593707,0.753502,20.10661,13.300411,30,0,21930,2.486639,1.5,1.5,13,15,14,5.777928,10.017167,10.026609,-0.111999,13.687898,0.412377
43,EEGC3,872,1.305389,0.72922,30.0513,12.773637,30,0,20040,3.818826,1.5,1.5,12.2,14.2,13.2,8.665076,9.313073,9.316514,-0.126716,13.156824,0.43683
43,EEGC4,779,1.166168,0.776354,30.96305,12.783988,30,0,20040,3.911406,1.5,1.5,12.2,14.2,13.2,8.868351,9.907574,9.942234,-0.063442,13.11647,0.39781
44,EEGC3,1432,2.481802,0.859239,23.09864,14.711117,30,0,17310,2.52692,1.5,1.5,14,16,15,6.507667,12.64595,12.634777,-0.143644,15.16074,0.487273
44,EEGC4,1329,2.303293,0.826403,22.55976,14.640942,30,0,17310,2.595777,1.5,1.5,14,16,15,6.418968,12.108352,12.090293,-0.185307,15.087674,0.475402
45,EEGC3,1798,2.568571,0.762514,31.12242,12.915755,30,0,21000,3.492632,1.5,1.5,12.3,14.3,13.3,8.840639,9.853726,9.843159,-0.40166,13.388269,0.514813
45,EEGC4,1670,2.385714,0.76015,29.71711,12.875655,30,0,21000,3.450711,1.5,1.5,12.3,14.3,13.3,8.454683,9.785629,9.789222,-0.436684,13.359149,0.505311
46,EEG C3,767,1.458175,0.713259,22.22072,13.481821,30,0,15780,2.690981,1.5,1.5,13,15,14,6.394539,9.612777,9.619296,-0.243936,13.924614,0.49291
46,EEG C4,811,1.541825,0.712047,21.98526,13.609365,30,0,15780,2.774763,1.5,1.5,13,15,14,6.466743,9.688039,9.692972,-0.213361,14.067759,0.517151
47,EEGC3,1024,2.089796,0.799805,26.88364,13.444444,30,0,14700,3.030682,1.5,1.5,12.8,14.8,13.8,7.552326,10.749023,10.756836,-0.480167,13.989395,0.492854
47,EEGC4,943,1.92449,0.779162,24.54456,13.363729,30,0,14700,2.757554,1.5,1.5,12.8,14.8,13.8,6.885973,10.40403,10.420997,-0.493832,13.885844,0.473453
48,EEGC3,1566,2.836957,0.73431,43.27072,13.41386,30,0,16560,4.77453,1.5,1.5,12.8,14.8,13.8,12.32328,9.84355,9.856322,-0.603816,14.006256,0.607431
48,EEGC4,1560,2.826087,0.722853,47.35744,13.425265,30,0,16560,5.224201,1.5,1.5,12.8,14.8,13.8,13.46839,9.699359,9.709615,-0.573476,13.988733,0.579368
49,EEGC3,781,2.702422,0.803329,36.70882,13.952024,30,0,8670,4.088937,1.5,1.5,13.3,15.3,14.3,10.47156,11.21767,11.198464,-0.238041,14.402441,0.52364
49,EEGC4,731,2.529412,0.786293,37.81773,14.017537,30,0,8670,4.133013,1.5,1.5,13.3,15.3,14.3,10.74081,11.038304,11.005472,-0.288195,14.482763,0.508932
50,EEGC3,1296,2.149254,0.716721,29.31655,13.108401,30,0,18090,3.357829,1.5,1.5,12.4,14.4,13.4,8.335251,9.386574,9.403549,-0.292941,13.555556,0.507278
50,EEGC4,1151,1.908789,0.72795,28.9141,13.039612,30,0,18090,3.326038,1.5,1.5,12.4,14.4,13.4,8.203939,9.497828,9.486533,-0.36017,13.51078,0.499542
51,EEGC3,1218,2.564211,0.78064,30.25951,13.332702,30,0,14250,3.670041,1.5,1.5,12.6,14.6,13.6,8.745824,10.397373,10.418719,-0.11225,13.715065,0.480473
51,EEGC4,949,1.997895,0.740306,29.56927,13.336417,30,0,14250,3.808201,1.5,1.5,12.6,14.6,13.6,8.69915,9.869336,9.876712,-0.067859,13.717519,0.478648
52,EEGC3,1140,1.955403,0.767026,42.15817,12.264841,30,0,17490,5.38841,1.5,1.5,11.6,13.6,12.6,12.38844,9.403509,9.411404,-0.219253,12.653521,0.502808
52,EEGC4,715,1.226415,0.712406,51.76526,12.189568,30,0,17490,7.043791,1.5,1.5,11.6,13.6,12.6,15.56189,8.682517,8.685315,-0.191898,12.592511,0.521937
53,EEGC3,1139,2.1171,0.737507,31.89504,12.458632,30,0,16140,3.758073,1.5,1.5,11.9,13.9,12.9,9.167948,9.182616,9.19403,-0.303748,12.907817,0.514867
53,EEGC4,1187,2.20632,0.745409,30.33515,12.41241,30,0,16140,3.53937,1.5,1.5,11.9,13.9,12.9,8.638978,9.264532,9.240101,-0.392923,12.910052,0.510975
54,EEGC3,1080,2.222222,0.796148,37.66597,12.523842,30,0,14580,4.589427,1.5,1.5,12,14,13,10.83871,9.971296,9.97037,-0.429275,13.032115,0.486448
54,EEGC4,936,1.925926,0.774402,38.06871,12.520694,30,0,14580,4.713766,1.5,1.5,12,14,13,10.95111,9.683761,9.708333,-0.424037,13.016155,0.463428
55,EEGC3,2221,3.050824,0.842638,44.84799,12.682608,30,0,21840,5.514785,1.5,1.5,12,14,13,13.07707,10.688429,10.685277,-0.331428,13.13426,0.523243
55,EEGC4,2059,2.828297,0.829393,40.96102,12.654592,30,0,21840,5.07406,1.5,1.5,12,14,13,11.95367,10.482273,10.508985,-0.319177,13.107574,0.519779
56,EEGC3,1661,3.328657,0.82242,46.27502,13.732028,30,0,14970,5.667484,1.5,1.5,13.1,15.1,14.1,13.63211,11.299819,11.287176,-0.191254,14.127771,0.52417
56,EEGC4,1527,3.06012,0.819496,41.62454,13.741739,30,0,14970,5.128011,1.5,1.5,13.1,15.1,14.1,12.23656,11.265226,11.257367,-0.179895,14.143185,0.504808
57,EEGC3,1219,1.766667,0.724906,30.74692,12.67569,30,0,20700,3.839345,1.5,1.5,12.2,14.2,13.2,8.868296,9.207547,9.169811,-0.079606,13.046679,0.462173
57,EEGC4,1241,1.798551,0.730556,31.83153,12.712051,30,0,20700,3.945429,1.5,1.5,12.2,14.2,13.2,9.188872,9.296535,9.277196,-0.092173,13.090466,0.465338
58,EEGC3,1136,1.880795,0.806664,26.52737,13.337407,30,0,18120,2.873466,1.5,1.5,12.7,14.7,13.7,7.413536,10.769366,10.748239,-0.279408,13.764325,0.460446
58,EEGC4,1158,1.917219,0.795665,28.18949,13.292561,30,0,18120,3.074171,1.5,1.5,12.7,14.7,13.7,7.872866,10.548359,10.604491,-0.246337,13.729727,0.479168
59,EEGC3,2063,2.994194,0.910727,41.81367,12.910694,30,0,20670,4.985255,1.5,1.5,12.1,14.1,13.1,11.97739,11.752787,11.763451,-0.360203,13.341805,0.469871
59,EEGC4,1985,2.880987,0.860086,37.54446,12.724115,30,0,20670,4.43614,1.5,1.5,12.1,14.1,13.1,10.71382,10.929471,10.958186,-0.462859,13.203259,0.5084
60,EEGC3,1803,2.765337,0.875141,52.16117,13.410399,30,0,19560,6.274252,1.5,1.5,12.7,14.7,13.7,15.13591,11.741542,11.730449,-0.258968,13.833046,0.501675
60,EEGC4,1551,2.378834,0.828588,46.16582,13.391148,30,0,19560,5.763789,1.5,1.5,12.7,14.7,13.7,13.44059,11.10058,11.090909,-0.250904,13.810779,0.48004
61,EEGC3,982,1.710801,0.767892,25.30159,10.978424,30,0,17220,3.292939,1.5,1.5,10.2,12.2,11.2,7.38492,8.418534,8.441955,-0.390521,11.376688,0.461492
61,EEGC4,952,1.658537,0.739611,27.20403,10.931531,30,0,17220,3.523642,1.5,1.5,10.2,12.2,11.2,7.984112,8.087185,8.082983,-0.399999,11.343548,0.498891
62,EEGC3,763,1.242671,0.7181,18.62584,12.738406,30,0,18420,2.375418,1.5,1.5,12.5,14.5,13.5,5.4289,9.140236,9.154653,-0.105245,13.160463,0.430247
62,EEGC4,322,0.52443,0.675248,21.54296,12.836315,30,0,18420,2.754595,1.5,1.5,12.5,14.5,13.5,6.278247,8.677019,8.658385,-0.149902,13.257408,0.47545
63,EEGC3,1443,2.576786,0.824643,31.86863,13.966856,30,0,16800,3.624308,1.5,1.5,13.2,15.2,14.2,9.148164,11.527374,11.50797,-0.397371,14.493156,0.525165
63,EEGC4,1082,1.932143,0.788706,27.70088,13.805104,30,0,16800,3.253606,1.5,1.5,13.2,15.2,14.2,7.968475,10.87061,10.90573,-0.379739,14.323583,0.487057
64,EEGC3,1069,1.694136,0.761862,20.60011,12.99375,30,0,18930,2.422725,1.5,1.5,12.6,14.6,13.6,5.800487,9.891487,9.90739,-0.21072,13.416642,0.441117
64,EEGC4,1071,1.697306,0.736134,20.80029,13.039066,30,0,18930,2.466162,1.5,1.5,12.6,14.6,13.6,5.91432,9.59944,9.597572,-0.214834,13.468593,0.454478
65,EEGC3,1352,2.319039,0.796169,24.60274,13.243901,30,0,17490,2.789855,1.5,1.5,12.8,14.8,13.8,6.898246,10.561391,10.527367,-0.344369,13.728337,0.448365
65,EEGC4,1299,2.22813,0.796428,25.04315,13.29889,30,0,17490,2.849576,1.5,1.5,12.8,14.8,13.8,7.041673,10.592764,10.590454,-0.284257,13.765173,0.458099
66,EEGC3,1246,2.090604,0.743636,41.01932,12.810149,30,0,17880,4.787868,1.5,1.5,12.3,14.3,13.3,11.63931,9.525682,9.526485,-0.608069,13.370389,0.506832
66,EEGC4,1057,1.77349,0.742356,42.97186,12.929002,30,0,17880,5.074621,1.5,1.5,12.3,14.3,13.3,12.29796,9.607379,9.588458,-0.476713,13.464694,0.511153
67,EEG_-C3/A2,1565,2.204225,0.761911,39.04328,13.808821,30,0,21300,4.436,1.5,1.5,13.2,15.2,14.2,11.12824,10.53738,10.504792,-0.320754,14.272435,0.507423
67,EEG_-C4/A1,1388,1.95493,0.764308,35.08437,13.692664,30,0,21300,4.11385,1.5,1.5,13.2,15.2,14.2,10.05543,10.470461,10.460375,-0.321404,14.160178,0.499049
68,EEG_-C3/A2,1025,1.798246,0.795405,24.87857,13.35537,30,0,17100,2.701016,1.5,1.5,12.8,14.8,13.8,6.970554,10.621463,10.62439,-0.144072,13.752426,0.462661
68,EEG_-C4/A1,943,1.654386,0.770933,25.3029,13.232644,30,0,17100,2.84068,1.5,1.5,12.8,14.8,13.8,7.125656,10.194062,10.208908,-0.268573,13.694437,0.462389
69,EEG_-C3/A2,1629,2.644481,0.855242,39.15979,12.850006,30,0,18480,4.589557,1.5,1.5,12.2,14.2,13.2,11.12379,10.987109,10.992634,-0.46838,13.353745,0.503957
69,EEG_-C4/A1,1631,2.647727,0.855402,39.60692,12.76126,30,0,18480,4.710559,1.5,1.5,12.2,14.2,13.2,11.33386,10.919068,10.912937,-0.493206,13.276479,0.520059
70,EEG_-C3/A2,990,1.617647,0.733788,21.87586,11.245096,30,0,18360,2.760584,1.5,1.5,10.8,12.8,11.8,6.341128,8.254545,8.248485,-0.519282,11.719682,0.494377
70,EEG_-C4/A1,1056,1.72549,0.740758,22.36907,11.233765,30,0,18360,2.831218,1.5,1.5,10.8,12.8,11.8,6.457782,8.332386,8.310606,-0.555718,11.720424,0.473688
71,EEG_-C3/A2,933,1.622609,0.715552,29.85941,12.56572,30,0,17250,3.461893,1.5,1.5,12.2,14.2,13.2,8.439201,8.980707,9.002144,-0.306257,13.037693,0.474919
